Tweets,Polarity,Sentiments,Month
urges everyone follow the guidelines given by the govt amp protect elderly children and sick from Corona and FightAgainstCorona stay home,-0.7142857142857143,Negative,04
FightAgainstCorona Saint Dr Ji and appeals to all stay at home stay safe and happy Mention way to of prevention from corona virus Do pranayama for 20 minutes morning and evening Go jogging Eat cheese and pistachios,0.65,Positive,04
this is the war against Earth against life How long will it last please stop it and control china this time to take an action against China and corona allworld,0.016666666666666666,Positive,04
Dear sir I have an idea by which I can save people from corona virus transmission without lockdown in developed countries and partial lockdown in will cost a little i may be given chance to prove it,-0.0625,Negative,04
I am surprised I have an idea of saving people life from corona virus But no one is contacting me Si it looks like no one is serious,-0.11666666666666665,Negative,04
Dear Modiji Once our country comes out of this present crisis of corona virus and life gets back to normal the first thing we urge you to do is to bring Population Control Bill in the country Consult it with the experts plan it well pmoindia cmohry StaySafeStayHome,0.1,Positive,04
Respected sir I have an idea of saving people life from corona virus,0.0,Neutral,04
ShivrajPanauti Corona is spreading in the state very badly and shivraj is sleeping Shame on you mr cm ShivrajPanauti,-0.9099999999999998,Negative,04
BJPdestroysGujarat In India corona positive case Gujarat rank 2 but recovery rank 9 BJPdestroysGujarat,-0.4575757575757576,Negative,04
Well playing BJP trying your best in diverting the nation But we re not going to divert RG warned the country the govt on Feb 13th but made of it and brought this danger upon us and BJP ruled States of Gujarat and MP are worst by Corona BJPdestroysGujarat,0.0,Neutral,04
Today i contribute to haryana corona relief fund Doesn t matter how much you donate but please donate because every single rupee will gonna b help our nation Thanx to coronawarriors amp respected,0.0642857142857143,Positive,04
Definately shivangi you have to win the battle against Corona keep yourself in high spirits,0.48,Positive,04
Corona virus manthan guiding us to save Hinduism only one country in world by hard laws Cancel citizenship laws population control laws and many hard laws are waiting to make India Hindus country India shouldn t be dharma shala or guest house for Islamic agenda Jai hind,-0.020833333333333343,Negative,04
wesalutecoronawarriors Huge respect to our Corona warriors Their efforts are to save us in this corona pandemic 5GCoronavirus IndiaFightsCorona StayHomeStaySafe RJP,0.4000000000000001,Positive,04
MY DAUGHTER RAKSHITA CHAUDHARY IS TEACHING HOW TO WASH HANDS TO FIGHT WITH CORONA in in,0.0,Neutral,04
NAMESTE JI Do everything with good heart and expect nothing in return and you will never be disappointed STAY HOME STAY SAFE Make India Corona Free,0.2125,Positive,04
Dear cm of Jharkhand your corona sahayta app is not working kindly add with play store,0.6,Positive,04
NAMESTE JI Nothing is permanent don t stress yourself too much because no matter how bad situation is it will change because Green Signal comes after Red Signal INDIA WILL BE CORONA FREE And I request you STAY HOME STAY SAFE,0.03333333333333336,Positive,04
We can t fight corona if these thing will keep on going TabligiJamaat muradabad,0.0,Neutral,04
amarinder Ask your mp s amp mla s to donate their pre amp post six month salary to corona relief fund COVID2019 COVID2019india,0.0,Neutral,04
Ask your mp s amp mla s to donate post 6 month amp pre six month salary in corona relief fund COVID2019india,0.0,Neutral,04
Please is link ko open jarur karen urgently Corona ka 100 solution 100 100 URGENT Urgent,0.0,Neutral,04
Corona The ChinaVirus ji,0.0,Neutral,04
Surely We all must learn from Corona virus who telling us to amend in 70 years old flexible constitution for population control laws cancel voting rights cancel citizenship of anti nationalist irresponsible citizens who are with international Islamic agenda Jai hind,0.2,Positive,04
Apple Google join hands to help fight Corona Virus,0.0,Neutral,04
Surely Do fast for amendments to find lacks from Corona virus Corona virus guiding to be hard for hospitals population control laws anti nationalist irresponsible politician citizens who are involved in international Islamic agenda to make India Islamic country J hind,-0.03055555555555556,Negative,04
We can collect 2500 crores from 545 mp s 245 rajya sabha 4120 mla s Corona virus guiding us to construct new hospitals with ventilators facilities and be hard for biological terrorists who doing wrost for our motherland Who are anti nationalist kindly be hard for all,-0.148989898989899,Negative,04
Download this app to fight Corona for your good future,0.35,Positive,04
Corona virus guiding us to amend in 70 years old flexible constitution for anti nationalist people s construct new hospitals district wise population wise not any dearness allowance for Gov t employees beneficiaries Make new policies for youth s employment and poors,0.3545454545454545,Positive,04
The are appealing that during the Lack Down all the types of IT Cell should be active on social media These are busy in the second mixing and spreading rumors on each other The world is battling Corona and these are the spirit of the country,0.03134920634920635,Positive,04
Please show we can win from this Corona Virus Negative news is spreading in such a way that every citizen is scared of Please please help in giving strength to the people of india Hum Honge Kamyab Ek Din,0.16666666666666666,Positive,04
Salute Save Hinduism from international Islamic agenda like Corona virus Jai hind,0.0,Neutral,04
Japanese study shows that only 20 seconds in a closed room office car train flight to get corona virus Modiji take care you are precious for bharat mata,0.1,Positive,04
Corona virus guiding us for new hospitals with ventilators district wise population wise and for biologic terrorists anti nationalist irresponsible citizens who hate Hinduism who ignoring our 70 years flexible constitution Be hard for amendments for new India Hindus India,0.0968434343434343,Positive,04
My DAUGHTER RAKSHITA Chaudhary is TEACHING how to WASH HANDS to FIGHT with CORONA,0.0,Neutral,04
MY DAUGHTER RAKSHITA CHAUDHARY 6 YEARS IS TEACHING HOW TO WASH HANDS TO FIGHT WITH CORONA,0.0,Neutral,04
Make compulsory for all employees politicians citizens who getting benefits from Gov t sectors for Corona virus Kindly create worshipful records for welfare of poor people Jai hind,0.09999999999999998,Positive,04
I had participated in 9PM9minute for fight against corona I still remember your words our honourable PM Innovation for the people and by the people is the direction of our NEW INDIA IndiaFightsCorona,0.13636363636363635,Positive,04
Go Corona go CoronaVirusUpdate,0.0,Neutral,04
With gratitude to the call of the hour To the call from the head of the nation Lets salute corona warriers 9pm9minutes coronawarriers indiaisone proudindian India,0.0,Neutral,04
Enlightenment under great leadership and hope for corona come to an end,0.8,Positive,04
Require lighting of money to serve people s nowadays So require compulsory by all Gov t employees to contribute for Corona virus Jai hind,0.0,Neutral,04
Need of the Day Hum Light Nahi Bujhaenge corona Covid 19india,0.4,Positive,04
We aren t alone in this fight against corona virus Millions of people in India will once again show the world the power of their unity Be prepared everyone lets do it Light your lamps or divas or mobile flashlights at 9 PM iSupportLampLighting StayHome StaySafe,0.4,Positive,04
Kindly make donation for Corona virus compulsory please for every Gov t employees Jai hind,0.6,Positive,04
Hon ble Prime Minister India s fighting towards corona is remarkable and that is only due to your efforts A big thanks to 21 days lockdown which is a saviour for us We recommend as citizen of India to extend lockdown for further 15 days Namo Namo,0.13749999999999998,Positive,04
Hi I am just curious to know when will next federal skilled worker FSW express entry draw occur And will Corona outbreak affect the draw frequency and no of candidates invited for PR,0.13333333333333333,Positive,04
Pakistan living in its own world As world faces shortage of masks protective suits and other medical equipments Pakistan is busy in making Corona Fighters T shirt CoronaVirusPakistan,0.14375,Positive,04
Dirty Hands Dirty India More of Corona Wash your Hands Defeat Corona,-0.2333333333333333,Negative,04
Go Corona Go we all are with you sir Narendermodi,0.0,Neutral,04
Require 10000 time s hard laws and dangerous than Corona virus for anti nationalist who misusing 70 years old flexible constitution Jai hind,-0.2638888888888889,Negative,04
Our 70 years old flexible constitution must be 10000 times hard and dangerous than Corona virus who coming to make India Islamic country Be brave and hard for amendments Jai hind,-0.056666666666666664,Negative,04
Create our 70 year s old flexible constitution 10000 dangerous and hard than Corona virus for anti nationalist who misusing it and want to make India Islamic state Be brave and hard for amendments Jai hind,-0.05666666666666668,Negative,04
Respect talented youth and make them doctors engineers and others in India Stop population of irresponsible muslims who seeing dreams for India as muslims country Control them as soon as possible by hard laws Corona virus showing their attitudes toward Hindus India,0.1361111111111111,Positive,04
corona virus covid 19 safety wash handmade world boys girls sunny google youtube tiktok facebook love picoftheday photooftheday instapic instagram inspiration Hub,0.5,Positive,04
Covid 19 cases in US reach 1 million May god give strength to US for fighting this pandemic COVID19 CoronaUpdate coronavirus CoronaWillEndSoon USA BreakTheChain CoronavirusPandemic StayHome StayAtHomeAndStaySafe StaySafe quarantine lockdown,0.0,Neutral,04
Mam try to pass all the students this year due to the panic condition of covid 19,-0.125,Negative,04
Gujarat Congress leader and senior Municipal Councillor JanabBadruddinShaikh ji died of Covid 19 infection in Ahmedabad RIP Sir,0.0,Neutral,04
