Tweets,Polarity,Sentiments,Month
Lock down for corona What Prime minister announced on 24th March evening is the only way to contain the menace of corona virus in our country though it should have been done earlier till a vaccine or drug is found Test of corona virus is not so important,0.06111111111111111,Positive,03
In my case you bribed district n state consumer forums judges to hide your illegalities Now bribe corona virus n show Still your people not giving me My home loan sanction letter God is always with the right,0.2857142857142857,Positive,03
I have heard the word corona virus this week more than I have heard my name my whole life Corona CoronavirusLockDownIndia Quarantine QuarantineLife GoCoronaCoronaGo GodHelpUsAll StayHomeStaySafe,0.35,Positive,03
Very Shamefull Act Is Police Really Trying To Save Public From Corona Some police officers are taking Advantage of Their Post Which is Wrong,-0.024999999999999998,Negative,03
Urgently needed crowdsourced or collector fed database of essential services near me easy to use app or searchable website Data verified by volunteers Will end misinformation IndiaFightsCorona 21daylockdown Corona,0.17777777777777778,Positive,03
No way He can maje the matter worse He is s bigger corona,-0.2,Negative,03
Modiji we PMC bank victims are presently on roads and living our life by begging with relatives and friends In this Corona Calamity are we not entitle some support as our hard earned money are blocked in bank Pray to you Sir as God,-0.14583333333333334,Negative,03
3 26 11 31 skylinksindia Your kind intervention is seeked 3 26 11 32 skylinksindia I know it is hard time due to Corona Virus but for me it is very hard to see her deteriorating in front of my eyes,-0.04895833333333336,Negative,03
The fear of the Corona viruses make me stay at home My empty Kitchen make me goes out looking for essentials The fear of the PoliceBrutality makes me go back to room If I die in this 21daylockdown probably the reasons will be of hunger or of Corona,-0.05,Negative,03
People in Goa will die more with hunger than corona please take lessons from Karnataka DGP,0.5,Positive,03
I also request our PM to tackle PoK after CORONA to give peace to Afghans,0.0,Neutral,03
Sir do something on PoK after this corona is over Then Afghani will remain in peace,0.0,Neutral,03
Once upon a time there where thousands of people here laughing drinking enjoying swimming in the biggest pool in South Goa Currently the situation is so bad cause of corona viruse that management had to close the pool for the safety of the guest Zuri say ur safety first at The Zuri White Sands Goa Resort amp Casino,0.010000000000000031,Positive,03
Sports in times of Corona Here is the series of sports options that one can adopt in the times of Corona Badminton is an excellent sport that meets the principles of SocialDistancing 1 Pick an area that is well,1.0,Positive,03
A Phoenix area man is dead and his wife is under critical care after the two took chloroquine phosphate in an apparent attempt to self medicate for the novel coronavirus according to hospital system Banner Health,-0.05000000000000001,Negative,03
In this Hour We need to support our Soldiers Polices And Doctors and nurses all medical teams our politicians They all did their best for our Safety Many had die Suffer from this deadly Corona coronavirusindia StopTheSpreadOfCorona Lockdown21 StayHomeStaySafe at Housing Board Colony Alto Porvorim Goa,0.325,Positive,03
CHINA must be dragged into International Court and stripped of its VETO power in the UN Crime against humanity COVID 19 is a Chinese Virus Copy and paste ChineseVirus ChinaLiedPeopleDied China CoronavirusLockdown Corona COVID COVID19,0.0,Neutral,03
The Corona Batch Anshul,0.0,Neutral,03
Fuck this Corona shit,-0.30000000000000004,Negative,03
Stanford researchers claim N95 masks can be sterilised in an Oven N95masks COVID19 Corona,0.0,Neutral,03
Hi sweetest sexist girl You have corona virus,0.0,Neutral,03
these immune to corona people near chicalim joggers park need some special police treatment,0.2285714285714286,Positive,03
I request police must act on these immune to corona people,0.0,Neutral,03
Stay safe from corona and its socio economic impact,0.35,Positive,03
india corona coronavirus staysafe pandemia goa goatrance goapeople goaparty covid 19 covid19 behealthy Beach,0.0,Neutral,03
ABVP welcomes the decision of PM of lockdown the nation for 21 days This is one of the much needed call as it s the only safest way to keep ourselves away from becoming a carrier of this corona virus stay home stay safe corona letsfightcoronavirus abvpvoice letusbeunite,0.2875,Positive,03
sir we support the 21 day lockdown to control the Corona epidemic in India sir its over to the state administration now to ensure supply of essentials,0.0,Neutral,03
Only No Virus TakeMeBack KeepFighting,0.0,Neutral,03
The Corona Virus Collage A light moment in troubling times Goa India,0.4,Positive,03
Market is advance indicator hence would start showing market strength once corona cases start to look stable and in control Economy will continue to be in slow zone while stock may stay afloat at 8500 zone,-0.15000000000000002,Negative,03
On Last call he told me that he is on route from Oman To Saudi Arabia to South Africa as corona virus has engulf world our family is so much stressed up hearing bad news every day We just want to hear him and get confirm that he is healthy and safe Please sir help my family,0.10000000000000003,Positive,03
Am I the only one who is Not thinking about Corona Virus,0.0,Neutral,03
Pleasantly surprised by admission of in underestimating the gravity of situation Very rare to see a politician admit an error of judgement Hope we will now go all out to contain the spread od corona in Goa You have full support of Goans,0.28,Positive,03
SBI fraud Bank may SBI corrupt staff s suffer with corona virus Amen,-0.5,Negative,03
Made some modifications to my name on Twitter QuarantineActivities Quarantine StayHomeIndia lockdown Corona,0.0,Neutral,03
Petition to Prime Minister Narendra Modi to Stop Central Vista Redevelopment Fight Corona Virus Sign the Petition via India,0.0,Neutral,03
Go corona go COVIDIOTS LockdownNow COVID19outbreak,0.0,Neutral,03
Whole world is busy in fighting n to tackle with corona virus n your corrupt staff s are after me n worried about whether their illegalities will be exposed by me,-0.06666666666666665,Negative,03
Our very first townhall on google meet Heavy dose of positivenergy from the best team in the world Thanks to the tools like slack whatsapp jira invision for bringing us closer in these times of isolation Covid 19india coronaupdatesindia Curfew JanataCurfew corona,0.33125,Positive,03
Janata curfew day 2 Divided by corona United by thalis Do share your thalis with me and tag in your stories so that I can repost them What s on my plate 1 Rice 2 Dal 3 Salad 4,0.0,Neutral,03
Modhiji don t know about corona virus but people in Goa will starve to death,0.0,Neutral,03
also my suggestion if possible isolation wards opd for corona should be far from regular medical fecility so that other patients amp health workers don t get affected,-0.004999999999999999,Negative,03
Dear sir pls give full body protection gear to staff who are checking working with patients in Corona ward opd also let hospital papers application going to back offices establishment be kept separately for 24 hr to break chain if any,0.175,Positive,03
Should I lock down myself from social media looks like it is more dangerous then corona virus Goa coronavirusindia SocialMedia FakeNews WhatsApp,-0.05555555555555555,Negative,03
sir how can we win against Corona like this What part of social distancing did these people not understand from our PM speech,0.4166666666666667,Positive,03
That s the JOSH ky corona kho dey hosh,0.0,Neutral,03
Main aim on JantaCurfew is to decide people of the group Meanwhile people are celebrating at 5 00 pm in groups on street Corona virus yaar kitne chutye log hai yaha k,0.16666666666666666,Positive,03
I thank our doctor police army and all those who are fighting for us with this Corona virus,0.0,Neutral,03
Her issue has always been 370 not corona Why does she stand with Shaheen Bag idiots even today,-0.8,Negative,03
sir we all clapped for the warriors in the frontline of fight against Corona Thank you for uniting us in a way no one has done before Salute to you and my entire fellow countryman,0.0,Neutral,03
My due respect to Corona Fighters CoronavirusPandemic Covid 19india PMModi pmoindia Narendermodi Coronafighters,-0.125,Negative,03
God so loved the world he gave us the beach and we humans gave the world Corona throwback beachlife traveldiaries vacayneeded goa goatripping Anjuna Beach Goa,0.7,Positive,03
Sir Great Step Janta Curfeu V Important Urgent Call to Lockdown Ghaziabad Noida and Greater Noida min upto 31st March to stop transmission of Corona virus,0.5666666666666668,Positive,03
Yes stay at home Break the chain of corona Stay safe,0.5,Positive,03
This corona got me back online What do you think of this offl destination naturelovers dreamscometrue instapassport neverstopdreaming exploreeverything bestoftheday,0.0,Neutral,03
India Fights corona Follow JANTA CURFEW ON 22 MARCH Stay Home Stay Safe,0.5,Positive,03
Let s fight against Corona Yes we can do that by staying at our Home Stay Healthy Stay Safe amp follow Janatacurfew WarAgainstVirus corona IndiaFightCorona CoronaStopKaroNa CoronavirusOutbreakindia in,0.5,Positive,03
I pray you too are attacked by Corona so there is no more need to meet anyone in this world,-0.25,Negative,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently touched,0.3,Positive,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently,0.3,Positive,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently,0.3,Positive,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently touched,0.3,Positive,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently,0.3,Positive,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently touched,0.3,Positive,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently touched,0.3,Positive,03
HELP PREVENT THE SPREAD OF THE CORONA VIRUS COVID 19 Wash Your Hands Often With Soap And Water Avoid touching your eyes nose and mouth Cover your cough or sneeze with a tissue Disinfect frequently,0.3,Positive,03
Dude our CM a Aurvedic Doctor I am realising now why he is in Politicks That s same,0.0,Neutral,03
corona stockup quarantine home workfromhome staysafe positive indiafightscorona coronavirus novelcorona covid 19 My junior helping mom stock up Don t miss the,0.2272727272727273,Positive,03
Some dumbo asked Trump why are you guys being so racist Why are you calling Corona a Chinese virus Trump Because it comes from China he said more China claimed that the virus had come from American soldiers I don t tolerate this as long as I am the Prez of US,0.1125,Positive,03
Please show this news on zee news because goa s cm amp his minister s putting people s life in danger Every day cm amp his minister s taking 3 4 rallys by Knowing Corona virus advisory by central government Please help us,0.0,Neutral,03
your tweets are so funny It s like a break from corona,0.25,Positive,03
Ji Sir our cm dr pramod Sawant and his irresponsible ministers Gathering people s in large numbers for zp election campaigning by Knowing fact of Corona virus advisory Risking people s life Please my request you to take action against them,0.15714285714285714,Positive,03
Surely there should be Corona virus post apocalypse movie MEMES readit CoronavirusOutbreakindia,0.5,Positive,03
They say Corona virus spread even if infacted person comes in contact with u Damn Even zombies vampires Werewolfs need to bite you to spread infaction MEMES readit CoronavirusOutbreakindia,0.0,Neutral,03
Chatbot to spread information and awareness on corona To access it save the WhatsApp number 91 7948058218 in your contacts from where you will access messages in Eng Konkani Good to see technology being used to spread awareness Thoughtful and brilliant intiative by,0.6666666666666666,Positive,03
Dhinchak Pooja put out a corona virus awareness song and this one guy in her crew got some boomer energy,0.0,Neutral,03
I pledge and let all of us pledge to follow Janta Curfew this Sunday from 7 am to 9pm so that we strengthen India s fight against the Corona Virus This will bring us together and we will stand strong as a nation in this critical time,0.21666666666666665,Positive,03
Learn everything you need to know about COVID 19 corona coronavirus coronavir s coronavir s acoronaviruspatient bcoronav rus coronavirusindia covid19 covid19italia,0.0,Neutral,03
Lol My father is calling all his friends and wishing Happy Corona followed by some warnings from WhatsApp,0.8,Positive,03
I know one thing Corona has taught one new word to the world Quarantine coronavirusindia CoronaVirusUpdate QuarantineLife CoronavirusOutbreak COVID19,0.13636363636363635,Positive,03
Probably first time in the history big mankind Divided we stand United we fall Go Corona Go coronavirusindia,0.125,Positive,03
Standing by our committment towards the travel fraternity our guests and our business we would like to update our Partners Associates that because of the increasing impact of the CORONA virus the close down announced upto 31st March 20 and may get extended,-0.1555555555555556,Negative,03
There is no sympathy for PMC bank as no money of Politicians are blocked We mostly senior citizens anxiously awaiting for KRIPA of RBI Government otherwise we should die with Corona,0.125,Positive,03
INDIA If corona viruses don t survive in hot climate how it survives in cooked food How Chinese eating some animals made it spread CoronaVirusUpdate,0.125,Positive,03
Coronafighters Salute to all the medical team who are working day and night to cure the people from corona I would try to help u all by spreading awareness about corona,0.0,Neutral,03
Why only financial stocks all stocks including health pharma and chemicals which have shown excellent results in Q3 and are further going to be tremendous benefitted by corona have also been badly bitten contrary to all expectations,0.10555555555555557,Positive,03
Follow instructions No we don t Corona cases rise Blame the government WednesdayWisdom,0.0,Neutral,03
A man from UP is claiming on Facebook that he has made corona medicine Has India made Corona virus medicine CoronavirusOutbreak coronavirusindia CoronaVirusUpdate,0.0,Neutral,03
Only good thing happened after Corona Outbreak Ppl have stopped talking about wars terrorism CAA All are trying to tackle this disease kind of humanity picture is being created All are trying to help each other Concerned for each other this is wat humanity means,0.21,Positive,03
India Government Prepares Fleet Of Flying LABORATORY sends to high epidemic areas globally PM NARENDRA MODI APPROACHED by UK PM Boris and world health summit leaders to head this operation for fighting against Epidemic CORONA VIRUS,0.08,Positive,03
Do watch this video on CoronaVirus Something that is nobody is telling you about the corona,0.0,Neutral,03
What ISKON is doing to prevent Corona,0.0,Neutral,03
Airline counter they asked me to pay 3000 as re scheduling charges as your 12 10 and 12 40 flights are available when fare is same at the website I checked when whole world is suffering and cooperating each other due to Corona Virus you guys are more interested to make money,0.15714285714285714,Positive,03
The facility is hygienic enough and is corona free Are you expecting a team of professionals will be deputed for you,0.2,Positive,03
If we stay home we save the hospital bed for someone who seriously need That way we save more lives and also reduce the rapid spread of COVID19 But no one want to follow INDIA IndiaFightsCorona IndiaFightsCoronavirus CoronavirusOutbreak Covid19Walkout Corona StayAtHome,0.08333333333333334,Positive,03
Prepare Prevent But Don t fall into the Panic corona coronavirus coronav rus cov d19 Covid 19 panicshopping,0.0,Neutral,03
You Are My Favourite Daydream Good afternoon Zain and take care ya hope Corona pandemic vanish soon Be safe and be home only Health comes first Love you ZainImam ZainImamInGoa Poison2,0.39,Positive,03
Corona effect International Airport,0.0,Neutral,03
Blowing the candles transfers so many unwanted bacteria and with Corona and and want,0.5,Positive,03
Not hanging coz it s corona time,0.0,Neutral,03
Pls provide infrared thermometers to hotels transporters As these are not in market And this can allow them to check temperature of evry guest This will play a very crucial role in d coming days As we do not knw how many corona positive patients are around,0.24242424242424246,Positive,03
Goa Govt to Shut down School Colleges Gyms and Some Festive Event s due to Corona Virus But why not ZP election Publicity and Emission,-0.14027777777777778,Negative,03
Just Praying To God that corona virus epidemic goes off soon Keep all of us safe and give us strength and power to fight and immunize ourself against Corona Virus Take care guys ur health matters first u too take care Zain ZainImam NoCoronaVirus ZainImamInGoa,0.375,Positive,03
Corona action for student benefits,0.1,Positive,03
And according to non Sanghi I wonder they are very upset why corona came the whole agenda spoilt of Rallies and Baghs,0.2,Positive,03
Sir don t give any help full answer about corona virus at Castlerock Railway Station,0.35,Positive,03
I thnk I m suffering from Corona can any one help me CoronaOutbreak CoronavirusPandemic FridayThe13th CoronaVirusUpdates,0.0,Neutral,03
don t blame US you people eat like anything If corona doesn t come then maybe you guys would have eaten each other s shit also already you people killed so many innocent people so just stop this nonsense,0.095,Positive,03
when the pandemic of corona virus is spread our prime minister and the WHO has requested people to refrain from travelling unnecessarily even airlines have cancelled to and fro flights on bagdogra sector,-0.4,Negative,03
WHO has declared corona virus as pandemic and requested people not to travel unnecessarily Our travel agent namely travel triangle is refusing to refund us the initial deposit amount as it is against their cancellation policy,-0.2,Negative,03
Why are we celebrating Shigmo when d CoronavirusPandemic is sweeping d world Tourism can wait please take corrective action asap CoronaOutbreak CoronaVirusSurge CoronavirusOutbreak Goa GoaTourism Shigmo Goenkarponn Corona pandemic,0.1,Positive,03
They say it is against their cancellation policy to give back refund we do not understand why we should travel in such epidemic spread of corona virus and secondly how should we reach there when flights are cancelled,0.0,Neutral,03
WHO has declared corona virus a pandemic according to government directives flights have been cancelled on bagdogra sector and both spice jet and go air have initiated a full refund of the air fare for to and fro fares Bhutan is closed for tourist for 15 days,0.125,Positive,03
Semi Live Goa 2020 First international talk being telecasted No impact of corona virus on conference spirit at Grand Hyatt,0.2215909090909091,Positive,03
Cricket be dammed People are struggling with threat of Corona virus as jobs and businesses shut down and schools close,-0.1555555555555556,Negative,03
Is that all we think of Country and world is grappling with the global scourge ofc corona virus and BCCI and cricketers only think of playing cricket It s like Nero fiddling while Rome was burning Shortsighted and greedy,0.0,Neutral,03
BCCI is crazy Country is grappling with the Corona virus and these fools want to play cricket,-0.6,Negative,03
When you have set an awesome hello tune but everyone listens corona virus precaution on call,1.0,Positive,03
Markets in free fall searching for a bottom but unable to find it peeps losing their shirts a tanking economy fear mongering over corona yes bank mishap bloodletting in capital convergence spooking everyone,-0.04999999999999999,Negative,03
Corona virus confirmed cases surpass 101 000 worldwide UN says a drop in global travel may cost 50 billion,0.2,Positive,03
Corona Virus may not come to Goa considering the outrage towards outsiders coming to Goa,0.0,Neutral,03
Seems like they want to fight Corona more then the Savation of Souls,0.5,Positive,03
Due to Corona virus no one should be worried Things are becoming all right,0.2035714285714286,Positive,03
Only few cases of Corona Virus in India and all masks have been sold out Hundreds of people die every day in India due to head injuries in road accidents but still no craze for buying helmets,-0.10833333333333334,Negative,03
Corona virus entered as messenger to inform people that You are nothing a virus can kill you So keep away narcissism,0.0,Neutral,03
does the corona Virus affecting any Holi parties in Pune,0.0,Neutral,03
If you re traveling use this to track the corona virus,0.0,Neutral,03
The corona virus when it falls on a metal surface will live for 12hr so washing hands with soap and water well will do the trick Corona virus when it falls on fabrics stays for 9hr so washing clothes or exposing them to the sun for 2hr is enough for the purpose of killing him,0.06818181818181818,Positive,03
Unicef The corona virus is large in size with a cell diameter of 400 500 micro so any mask prevents its entry so there is no need to exploit pharmacists to trade with muzzles The virus does not settle in the air but on the ground so it is not transmitted by the air,0.21428571428571427,Positive,03
Quarantaine Days lockdown covid 19 Tamarind Hotel,0.0,Neutral,03
Quarantine Days lockdown covid 19 Tamarind Hotel,0.0,Neutral,03
COMMITMENTS NOT IN WORDS BUT IN ACTION at Goa International Airport Checkin ongoing for Arkia Israel relief flight pax for TelAviv All required protocolin place including social distance Official INDIA GoI 19newsIND at Dabolim Goa International Airport GOI,0.03333333333333333,Positive,03
Team Goa at forefront always for service,0.0,Neutral,03
son of distributing essential groceries free of cost to 500 Needy Families under banner of Mahalaxmi Trust at Panaji city who are facing Lockdown21 crisis Goa news Covid 19 GoaFightsCOVID19,0.2,Positive,03
Proper sanitization before you enter home COVID2019india COVID Coronaindia,0.0,Neutral,03
That s me discussing Covid 19 impact on India COVID2019india,0.0,Neutral,03
We have done the least tests for COVID 19,-0.3,Negative,03
ICMR certifies Virology laboratory in Goa Full fledged testing of COVID 19 from today at Goa,0.35,Positive,03
Reality check Covid Covid19 COVID19outbreak COVID2019,0.0,Neutral,03
Even the earlier ignored biscuits are getting chicken Biryani type status during the lockdown Covid 19india lockdownindia,-0.3,Negative,03
Two more positive Covid 19 cases identified in Goa one of them having a foreign travel history Total cases reported from Goa stands now at Five Media Bulletin from DHS attached LetsFightCoronaTogether,0.15056818181818182,Positive,03
Got a call from today checking in on how I am doing They reassured me that they are working on flights and wanted to know where in Canada I need to go Thank you to the hard working diplomats handling the Covid 19 crisis,-0.2916666666666667,Negative,03
No organization Hotels Resorts should deduct wages from their poor employees if they in lose because of Covid 19 As in pick season when they do well profit the employees don t get any extra insensitive for that No force LWP should be given NoWageDeduction,-0.2,Negative,03
We had the agriculture industrial information ages COVID 19 will trigger the Environment Age The world s changed forever COVID2019 CoronaUpdate EnvironmentAge GlobalWarming EnvironmentRevolution Goa Goenkarponn GretaThunberg COVID2019india ArmandoGonsalves,0.0,Neutral,03
Goa Please contribute any information you have in this group under the respective area post If the area is not mentioned in the list pls submit a new post We need to help each other to sail through this phase COVID goa Covid 19 coronavirusindia,0.003787878787878785,Positive,03
First time in history of Humanity The world stands together in one hand I hope this Covid 19 teach us loyalty and respect,0.25,Positive,03
LetsFeedThePoor Ensuring that no one should go hungry during the difficult times of COVID 19 the World s largest political party BJP is putting in place a mechanism to link up community kitchens which can serve at least 1000 needy per day via NaMo App,-0.26666666666666666,Negative,03
IndiaFightsCorona Persons with disabilities are more vulnerable to COVID 19 due to their physical sensory and cognitive limitations The Modi Govt has facilitated access to essential food water medicine at their residence or place of quarantine via NaMo App,-0.025,Negative,03
Quarantine effects COVID19 lockdown covid,0.0,Neutral,03
What has covid 19 taught you so far Opportunities for growth are everywhere but the most powerful opportunities exist in trying times Here are some things I ve learned from COVID 19 The importance of our,0.3,Positive,03
Long queue to acquire daily groceries caused due to absolute disproportion of demand and supply in Goa but unlike yesterday police administration appreciable and people responding decisively for SocialDistanacing SocialDistancingNow COVID2019india COVID,0.006250000000000006,Positive,03
sir Jai Shree Krushna In order to avoid Covid further first thing please stop all Katha being staged by Babas and where there is gathering of thousands of people This all TV channel showing Please save India Vance Matram Jagdish Kotecha 9822581177,0.125,Positive,03
Dornier aircraft of carrying 60 samples of COVID 19 testing took off from INS Hansa to Pune on 27th Goan medical team had earlier been airlifted to Pune on 25 Mar for COVID Test Facility setup training at NIV Pune amp was brought back by another Naval aircraft on 26th,0.0,Neutral,03
You should apply after this covid 19 outbreaks calms down This is not a good time for PhD application Most of the interview and written tests are cancelled shifted to later dates Good luck,0.1388888888888889,Positive,03
This is the package offered by Sankhali Municipality to the people in amp around Sankhali Hats off to Mr Dharmesh Saglani Mr Pravinjay Pandit Really a commendable job I appeal to the as well as Municipalities amp Panchayats to follow this Goa COVID,0.2,Positive,03
The safety and wellbeing of our guests and colleagues is always a top priority In light of COVID 19 and in response to the Indian government s mandate the hotel is not currently accepting room restaurant bar or,0.3,Positive,03
The Team Goa continues to fight the COVID19 Efforts on to sanitize the Airport Terminal and its assets for safety of all Regular cleaning with Lysol 2 Fumigation and fogging on WE SHALL NOT STEP BACK Official GoI 19newsIND INDIA at Dabolim Goa International Airport GOI,0.0,Neutral,03
AskZee Due to Covid 19 supply chain of raw materials have completely disrupted All of electronics raw materials components are imported amp major of them are Made in China Isnt it the right time for making happen MADE IN INDIA from components to products Tirath Nagvekar Goa,-0.023054029304029302,Negative,03
For android users plz download the app coronakavach It has been developed by the govt of india It ll help you to understand if you have been near a covid 19 infected individual For apple users the app will come soon,0.06666666666666668,Positive,03
US surpasses China for highest number of confirmed Covid 19 cases in the world,0.4,Positive,03
Well done opposition parties in Goa for politicising the covid 19 lockdown filling petitions and opening the markets and putting people s lives in danger when has categorically fulfilling the grocery distribution to every corner of Goa,0.0,Neutral,03
Label on the medical equipment sent by China to India Has a poem written by monk Xuanzang who visited India 1000 years back Covid 19india,0.0,Neutral,03
Other States StayHomeStaySafe Goa GoOutandKillYourselves Covid 19india COVIDIOTS,-0.125,Negative,03
