Tweets,Polarity,Sentiments,Month
Many leader are in these country but you are the one who also have a focus on that virus Corona by which our nation gona suffers you mention in your Twitter why because you love these country our country that s why I believe in you Respect and Respect to you,0.13333333333333333,Positive,02
When an African weds Chinese it can be written as Ebola weds Corona,0.0,Neutral,02
Seems like Corona Virus,0.0,Neutral,02
Never be happy to say happy CoronaOutbreak To cure this incurable disease we want support of Supreme God by spiritual knowledge according to holly book of all religions Scientists are fail to stop Corona and antibiotics are disabled Only God can save us mondaythoughts,0.05714285714285716,Positive,02
Be spiritual Kind to animal Avoid intoxication and Meat And be devotee by Saint Rampal Ji and worship Supreme God Kabir and cure the incurable diseases Corona This is reality that is providing real worship according to holly books of all religions,0.075,Positive,02
While there have been around 800 deaths due to Corona virus in China Honorable Prime Minister of India Narendra Modi has done unprecedented work on behalf of India by writing a letter of help to His Excellency President of China who is struggling with Corona virus,0.2375,Positive,02
China is very rich with respect to technology They can fight corona virus,0.4875,Positive,02
Listen corona is not a deadly virus if you are infected by such a virus then there s only 2 chance of death it means we have are not going to die and summer is coming so it will not effact us that much,0.07500000000000001,Positive,02
Japanese seem to be running short of names for a Virus Corona Virus as in Toyota Corona,0.0,Neutral,02
Govt of all Countries must join hands to find out Medical treatment and vaccination for Corona,0.0,Neutral,02
RoseDay is against Constitution Of SupremeGod we have forgotten God and our culture so we are suffering from Corona and other incurable diseases,-0.3125,Negative,02
Hollywood movie that released in 2011 speaks of Corona like virus that starts from China amp spreads over the the world The strangest thing that the end of the movie the cause of infection is the bat same reason that the disease is currently spreading movie Contagion,0.0,Neutral,02
This virus will end but trend on twitter for corona will never die CoronavirusOutbreak,0.0,Neutral,02
Sindh Government be Alert Shahzeb Rahhojo From Pir jo goth Khairpur mirs recently came from china he is a suspect of Corona virus Our prayers are with him amp his family But this is too dangerous for our people May God secure each of us from this virus Ameen,-0.06666666666666665,Negative,02
CureCancer By TrueWorship Sat Bhakti told by Saint Rampal Ji Maharaj can defeat the terrible diseases such as AIDS cancer corona virus God Kabir can do all things,-0.5,Negative,02
CureCancer By TrueWorship Cancer and corona virus can only be cured by true devotion And not from anyone And true devotion only saint rampal ji maharaj is giving in this world For more information watch Satsang by JagatGuru Saint Rampal Ji Maharaj on Sadhna tv 07 30 pm,0.24,Positive,02
Stop meat eating to stop Corona virus,0.0,Neutral,02
Me with Corona virus,0.0,Neutral,02
In next 20 days when panic euphoria has settled down for more mature rational approach the World will acknowledge the efforts the efficiency of the Chinese Govt in combating the Corona Virus,0.08888888888888888,Positive,02
Follow these to keep yourself safe and protected from corona virus Follow diaries Credit s99 alwar alwarcity alwariansdiaries jaipur udaipur rajasthan rajasthantourism india tourism blog blogger photo cute love tnt insta photography,0.5,Positive,02
Doctors in Thailand claim of successfully treating the Corona virus Thailand has cure for everything Rahul Gandhi,0.75,Positive,02
Corona virus outbreak in China so next good destination for manufacturing hub A head of the curve Read and analyse macro data,0.35,Positive,02
we hate China Eating animals and break Rulls of god All world r problems for corona Bosterd China president is not understand China is very fullish Bosterd Donkey and Ideat,-0.30000000000000004,Negative,02
Science could not stop Australia s fire China is now unable to stop the corona virus Disaster can be averted only by spiritual knowledge NoMeat NoCoronaVirus watch sarthi tv at 6 30pm daily,-0.125,Negative,02
17387 people affected by Corona virus WHO declared world emergency corona,0.0,Neutral,02
NoMeat NoCoronaVirus A developed country like China is in such a serious condition that people are dying due to corona virus what will happen to other countries All these problems will be solved by listening to the satsang of Sant Rampal Ji Maharaj,-0.09666666666666664,Negative,02
The corona virus is the result of eating meat China was very proud of its science where is it now why don t its science save the lives of its patients NoMeat NoCoronaVirus must watch on ishvar tv at 8 30pm,1.0,Positive,02
In an atheistic country like China the orgy of a virus like the corona is not a big deal because Kaal makes its own food where God is denied We should not forget that until we get the name preaching from Sant Rampal Ji MaharajTill we have food of all age NoMeat NoCoronaVirus,0.3,Positive,02
Eating meat is a heinous sin It increases the risk of cancer and other deadly diseases Like the corona virus came from the meat market NoMeat NoCoronaVirus,-0.1625,Negative,02
True worship can cure incurable diseases like Cancer Aids Corona virus etc Saint Rampal Ji Maharaj is the one who provides true worship NoMeat NoCoronaVirus,0.06666666666666665,Positive,02
NoMeat NoCoronaVirus Today people of China are very sad to see the death of their family members due to Corona virus If even while killing the flesh while killing the creatures they would think that these creatures also have a family,-0.3875,Negative,02
Corona virus is a deadly virus according to WHO Therefore no person should eat meat at all NoMeat NoCoronaVirus Watch on ishvar tv channel at 8 30pm,-0.2,Negative,02
The only cure to avoid the corona virus is the devotional practice described by Sant Rampal Ji Maharaj NoMeat NoCoronaVirus watch shradhha tv at 2 00pm daily,0.0,Neutral,02
NoMeat NoCoronaVirus If you do incurable diseases like cancer by doing devotional practice as told by Saint Rampal Ji Maharaj then what is corona virus Watch on ishvar tv at 7 30pm,-0.5,Negative,02
Stop eating meat otherwise you will have to forcefully stop like China stopped meat with the corona virus NoMeat NoCoronaVirus Must watch on ishvar tv channel at 8 30pm daily,0.0,Neutral,02
NoMeat NoCoronaVirus Animal birds live in dirt Eat dirty They also have many diseases By eating their flesh those dirt and diseases come inside the human being This is how the corona virus is spread in humans Watch shradhha tv at 2 00 pm daily,0.007272727272727275,Positive,02
NoMeat NoCoronaVirus Science is not even worth a penny before God Now see that there is no cure for corona virus no one knows how many such diseases can come in human life to avoid this one should follow the constitution of God,0.2,Positive,02
NoMeat NoCoronaVirus Eating meat is not a command of God and eating meat is a boon if we still do not follow the words of God then corona virus and other terrible viruses can also arise If we improve in time everything can be fine,-0.2361111111111111,Negative,02
NoMeat NoCoronaVirus Satya Bhakti cures diseases like AIDS or cancer Well to avoid the corona virus satbhakti is necessary,0.0,Neutral,02
NoMeat NoCoronaVirus Eating meat is not a command of God and eating meat is a boon if we still do not follow the words of God then corona virus and other terrible viruses can also arise If we improve in time everything can be fine Saint Rampal Ji Maharaj,-0.2361111111111111,Negative,02
Hindus asking for preemptive appeasement Appease bhaijan in advance so that may be bhai jaan will be less cruel in the next beheading raping of Kafirs This is sick pure sick China will cure its Corona virus But Hindu dhimmitude virus is getting more virulent everyday,-0.26011904761904764,Negative,02
NoMeat NoCoronaVirus Science could not stop Australia s fire China is now unable to stop the corona virus Disaster can be averted only by spiritual knowledge,-0.16666666666666666,Negative,02
NoMeat NoCoronaVirus When the organism starts arbitrary by breaking the law of the divine then it has to suffer its consequences this is happening now they are forced to close the meat due to Corona virus in China In the legislation of God eating meat is a great sin,0.06875,Positive,02
NoMeat NoCoronaVirus When the organism breaks the law of God and starts arbitrary then it has to suffer its consequences this is happening now due to the corona virus in China they are forced to close their meat In the legislation of God eating meat is a great sin,0.06875,Positive,02
NoMeat NoCoronaVirus Dangerous diseases such as cancer and ulcers are increasing among meat eaters Just like the Corona virus has killed hundreds in China so far,-0.17500000000000002,Negative,02
NoMeat NoCoronaVirus If you d forget humanity leave vegetarianism become demon eat meat Then you d suffer from deadly viruses like Corona,-0.2,Negative,02
NoMeat NoCoronaVirus Sat bhakti cures diseases like AIDS or cancer Well to avoid the corona virus satbhakti is necessary Please must watch sadhna TV 7 30pm GK,0.0,Neutral,02
NoMeat NoCoronaVirus Eating meat is not a command of God and eating meat is a big sin if we still do not follow the rule of God then corona virus and other terrible viruses can also arise If we improve in time everything can be fine Saint Rampal Ji Maharaj,-0.17708333333333331,Negative,02
NoMeat NoCoronaVirus Eating meat is a henious sin It increases the risk of Cancer and other deadly diseases Like the Corona Virus came from the meat Market To Know must Watch Ishwer T V 8 30pm Saint Rampal Ji Maharaj,-0.1625,Negative,02
NoMeat NoCoronaVirus Eating meat is not a command of God and eating meat is a great sin but even if we do not follow the things of God then corona virus and other terrible viruses can also arise If we improve in time everything can be fine,0.022916666666666682,Positive,02
NoMeat NoCoronaVirus Dangerous diseases like cancer and ulcers are increasing in meat eaters Just like the Corona virus has killed hundreds in China so far,-0.23333333333333334,Negative,02
NoMeat NoCoronaVirus Science is not even worth a penny before God Now see that there is no cure for corona virus no one knows how many such diseases can come in human life to avoid this one should follow the constitution of God according to at K S Ford,0.2,Positive,02
Eating meat is heinous sin It increases the risk of cancer and other dedly diseases NoMeat NoCoronaVirus Like CORONA VIRUS come from meat market Watch sadhna tv 7 30 pm and ishvar tv 8 30 pm IST at Unjha Bus Stand,-0.125,Negative,02
Animal birds live in dirt Eat dirty They also have many diseases By eating their flesh those dirt and diseases come inside the human being This is how the corona virus is spread in humans NoMeat NoCoronaVirus at K S Ford,0.009090909090909094,Positive,02
NoMeat NoCoronaVirus True worship can cure incurable diseases like Cancer Aids Corona virus etc Saint Rampal Ji Maharaj is the one who provides true worship,0.06666666666666665,Positive,02
Ab pura vishv Spiritual Leader Saint Rampal Ji ki sharan me aayega NoMeat NoCoronaVirus Corona virus is not a virus it will be prove as boon Must watch sadhna TV 7 30pm at Ahore,0.0,Neutral,02
Eating meat can taste the tongue for some time but it also has to bear the bites for a long time No Meat No Corona Virus NoMeat NoCoronaVirus,-0.05,Negative,02
NoMeat NoCoronaVirus The whole world is frightened by the corona virus while its remedy is nothing but the symptoms of prevention The cause of corona virus is to eat the meat of animal birds Immediately quit eating meat,0.2,Positive,02
There is noise all over the world that animals are the cause of corona virus in humans but no one has dare to say that do not kill animals or we will have to die too Today Saint Rampal Ji s disciples are telling you through this tag give up eating meat NoMeat NoCoronaVirus,0.0,Neutral,02
NoMeat NoCoronaVirus Non vegetarians especially in China eat what they get like dogs bats and snakes This killing is completely contrary to the constitution of God The result is in front of you the whole world is afraid of Corona virus,-0.07499999999999997,Negative,02
True worship can cure incurable diseases like Cancer Aids Corona virus etc Saint Rampal Ji Maharaj is the one who provides true worship NoMeat NoCoronaVirus,0.06666666666666665,Positive,02
Eating meat is against God s law Due to which the world is falling victim to deadly diseases like cancer and corona NoMeat NoCoronaVirus,-0.13333333333333333,Negative,02
NoMeat NoCoronaVirus Relief of Corona Virus,0.0,Neutral,02
NoMeat NoCoronaVirus Many diseases have to be faced due to intoxication such as meat diet and alcohol etc Just like in the world today China is battling cancer and the corona virus,0.125,Positive,02
NoMeat NoCoronaVirus eating meat is not the order of God and eating meat is a sin if we still do not follow the words of God the Corona virus can also be a terrible virus If we have improved in time everything can be corrected,-1.0,Negative,02
NoMeat NoCoronaVirus Lord kabir When science ends then spirituality begins Science is also sold in disasters like Corona virus Only true devotion comes in such deadly diseases,0.037499999999999985,Positive,02
NoMeat NoCoronaVirus Stop eating meat Otherwise it has to be forced to stop as china stopped meat due to the corona virus For more information you must visit Sadhana Channel 7 30 pm to 8 30 pm daily,0.01874999999999999,Positive,02
NoMeat NoCoronaVirus Science is not ahead of God either Now see that there is no cure for corona virus no one knows how many such diseases can come in human life to avoid this one should follow the constitution of God,0.16666666666666666,Positive,02
NoMeat NoCoronaVirus Say no to meat because can diseases like corona cancer,0.0,Neutral,02
nomeat nocoronavirus Many diseases have to be faced due to intoxication such as meat diet and alcohol etc Just like in the world today China is battling cancer and the corona virus,0.125,Positive,02
NoMeat NoCoronaVirus If this condition of the developed country like China is due to Corona virus then think about what will happen to other countries Avoidance is possible only through sabhakti Lord kabir Saint Rampal Ji Maharaj,-0.03,Negative,02
Eating meat causes dangerous diseases as corona viruses in China Refuge to saint Rampal ji maharaj to save human life,-0.3,Negative,02
Eating meat is a heinous sin It increases the risk of cancer and other deadly diseases Like the corona virus came from the meat market NoMeat NoCoronaVirus,-0.1625,Negative,02
Do not import anything from China for cheap similar greed otherwise China can give anything like Corona Virus And don t follow bad habbits from other countries like Eating Meat NoMeat NoCoronaVirus,-0.10624999999999996,Negative,02
NoMeat NoCoronaVirus Non vegetarians especially in China eat what they get like dogs bats and snakes This killing is completely contrary to the constitution of God The result is in front of you the whole world is afraid of Corona virus request you all to renounce meat,-0.07499999999999997,Negative,02
NoMeat NoCoronaVirus Eating meat is not a divine order If we still eat a virus more severe than the corona virus can occur and human life will be in danger again,0.25,Positive,02
NoMeat NoCoronaVirus God has not ordered to eat meat if still we do not obey the order of God other terrible diseases like Corona virus may also be generated in the coming time,-0.5625,Negative,02
NoMeat NoCoronaVirus Corona virus came form wild or domestic animals,0.05,Positive,02
NoMeat NoCoronaVirus forget humanity quit vegetarianism become a demon eat non veg will become a victim of deadly viruses like corona,-0.1375,Negative,02
NoMeat NoCoronaVirus Non vegetarians especially in China eat what they get like dogs bats and snakes This killing is completely contrary to the constitution of God The result is in front of you the whole world is afraid of Corona virus request you all to renounce meat,-0.07499999999999997,Negative,02
NoMeat NoCoronaVirus Science could not stop Australia s fire China is now unable to stop the corona virus Disaster can be averted only by spiritual knowledge 4,-0.16666666666666666,Negative,02
NoMeat NoCoronaVirus When the organism breaks the law of God and starts arbitrary then it has to suffer its consequences this is happening now due to the corona virus in China they are forced to close their meat In the legislation of God eating meat is a great sin,0.06875,Positive,02
NoMeat NoCoronaVirus Stop eating meat to stop Corona Virus Because Corona Virus come from wild or domestic animals If you meat of it then it virus will spread SundayMotivation,0.05,Positive,02
NoMeat NoCoronaVirus Sat bhakti cures diseases like AIDS or cancer Well to avoid the corona virus satbhakti is necessary,0.0,Neutral,02
NoMeat NoCoronaVirus Eating meat is not a command of God and eating meat is a boon if we still do not follow the words of God then corona virus and other terrible viruses can also arise If we improve in time everything can be fine,-0.2361111111111111,Negative,02
NoMeat NoCoronaVirus Science could not stop Australia s fire China is now unable to stop the corona virus Disaster can be averted only by spiritual knowledge Ishwar channel 8 30 to 9 30 PMO,-0.16666666666666666,Negative,02
NoMeat NoCoronaVirus Science is not even worth a penny before God Now see that there is no cure for corona virus no one knows how many such diseases can come in human life to avoid this one should follow the constitution of God,0.2,Positive,02
NoMeat NoCoronaVirus Animal birds live in dirt Eat dirty They also have many diseases By eating their flesh those dirt and diseases come inside the human being This is how the corona virus is spread in humans,0.009090909090909094,Positive,02
NoMeat NoCoronaVirus China eat what they get like dogs bats and snakes This killing is completely contrary to the constitution of God The result is in front of you the whole world is afraid of Corona virus request you all to renounce meat at Club Mahindra Nawalgarh,-0.09999999999999998,Negative,02
NoMeat NoCoronaVirus Stop eating meat or else you will have to stop forcing like China stopped meat with the corona virus,0.0,Neutral,02
NoMeat NoCoronaVirus Stop eating meat otherwise you will have to stop forcing like China stopped meat with the corona virus Shard channel 2 00 to 3 00,0.0,Neutral,02
NoMeat NoCoronaVirus Presently deaths in China because of Corona Virus is the result of eating meat which is against the constitution of God No Meat No Corona,0.0,Neutral,02
NoMeat NoCoronaVirus Animal birds live in dirt Eat dirty They also have many diseases By eating their flesh those dirt and diseases come inside the human being This is how the corona virus is spread in humans,0.009090909090909094,Positive,02
Eating meat is not a divine order This is why the corona virus is spreading in China God s law is not being followed in China NoMeat NoCoronaVirus,0.0,Neutral,02
NoMeat NoCoronaVirus Stop eating meat corona virus come from wild or domestic animals one should never consume meat god is never happy with those who kill his beings,-0.10000000000000002,Negative,02
China Ones said Niqaab Is Banned Now All are wearing mask same as Niqaab fear of Corona virus Power Of Allah,0.0,Neutral,02
NoMeat NoCoronaVirus Stop eating flesh protect yourself from deadly diseases like the corona virus,-0.2,Negative,02
Stop eating meat NoMeat NoCoronaVirus Corona virus come fro wild or domestic animal s God never happy with those who kill his beings Sadhana TV 7 30PM,-0.10000000000000002,Negative,02
NoMeat NoCoronaVirus Causes of the deadly disease like Corona is breaking the law of God and the cure of corona virus the incurable disease spread in countries all over the world including China is the only and only holy book Gyan Ganga,-0.175,Negative,02
NoMeat NoCoronaVirus Eating meat is a heinous sin It increases the risk of cancer and other deadly diseases Like the corona virus came from the meat market at Hotel Mumal Palace,-0.1625,Negative,02
NoMeat NoCoronaVirus It is a biggest sin to consume meat And it is proved that Corona virus is spreading because of meat So Saint Rampal Ji Maharaj,0.0,Neutral,02
NoMeat NoCoronaVirus Pure bhakti spiritual knowledge se corona viruses so what diseases like cancer also end For more information watch Satsang by JagatGuru Saint Rampal Ji Maharaj on Sadhna tv 07 30 pm,0.2380952380952381,Positive,02
NoMeat NoCoronaVirus People suffer when they break the law of God God did not command to eat meat One should not kill animals for taste of tongue Corona Virus China,0.0,Neutral,02
NoMeat NoCoronaVirus Eating meat is not a command of God and eating meat is a boon if we still do not follow the words of God then corona virus and other terrible viruses can also arise If we improve in time everything can be fine Saint Rampal Ji Maharaj,-0.2361111111111111,Negative,02
NoMeat NoCoronaVirus Science could not stop Australia s fire China is now unable to stop the corona virus Disaster can be averted only by spiritual knowledge So start watching satsang by Saint Rampal ji on sadhna tv at 7 30pm Read book Gyan Ganga,-0.16666666666666666,Negative,02
NoMeat NoCoronaVirus China s corona virus has stated that there are some things above human beings in the world that are not controlled by humans it is controlled by God only by fate China,0.0,Neutral,02
Stop killing innocent animals to taste the tongue At present the cause of corona virus a dangerous disease spreading across the world is also to eating meat that is against the constitution of God NoMeat NoCoronaVirus To know more plz watch Sadhna TV at 7 30 PM,0.1,Positive,02
NoMeat NoCoronaVirus The absolute Lord is the father of the all God is not pleased with the one who killed his creatures So man today is suffering from serious diseases like corona virus,-0.14583333333333331,Negative,02
NoMeat NoCoronaVirus God has not ordered to eat meat if still we do not obey the order of God other terrible diseases like Corona virus may also be generated in the coming time,-0.5625,Negative,02
True worship can cure incurable diseases like Cancer Aids Corona virus etc Saint Rampal Ji Maharaj is the one who provides true worship NoMeat NoCoronaVirus Must Read Gyan ganga book at Ahore,0.06666666666666665,Positive,02
NoMeat NoCoronaVirus Today people of China are very sad to see the death of their family members due to Corona virus If even while killing the flesh while killing the creatures they would think that these creatures also have a family do not have to see this day today,-0.3875,Negative,02
NoMeat NoCoronaVirus Eating meat increases the risk of cancer and ulser In the present time the main reason for the deadly diseases like corona virus is also the consumption of meat,-0.011111111111111118,Negative,02
True worship can cure incurable diseases like Cancer Aids Corona virus etc Saint Rampal Ji Maharaj is the one who provides true worship must read book way f living NoMeat NoCoronaVirus,0.06666666666666665,Positive,02
Eating meat is a heinous sin It increases the risk of cancer and other deadly diseases Like the corona virus came from the meat market NoMeat NoCoronaVirus Muat read book way of living,-0.1625,Negative,02
NoMeat NoCoronaVirus Eating meat can taste the tongue for some time but it also has to bear the bites for a long time No Meat No Corona Virus,-0.05,Negative,02
Do you know meat is spreading Corona Virus That s why china govt has banned meat in their country NoMeat NoCoronaVirus,0.0,Neutral,02
NoMeat NoCoronaVirus Animals do not have viruses the curse that comes out of their heart due to the pain after eating them takes the form of virus Corona In China But Awareness For All No Meat No Corona,-0.125,Negative,02
NoMeat NoCoronaVirus It increases the risk of cancer and other deadly diseases like the corona virus come from the meat market,-0.1625,Negative,02
NoMeat NoCoronaVirus Meat is made from the dead body of an animal which can lead to many diseases like corona virus now a days spreading in the world Stop eating meat to save the future Must watch Sadhna TV 7 30 PM Se,0.1,Positive,02
NoMeat NoCoronaVirus When the organism starts arbitrary by breaking the law of God then it has to suffer its consequences and this is happening Now in China due to the corona virus they are forced to stop eating meat Must watch Sadhna TV 7 30 PM Se,-0.17500000000000002,Negative,02
NoMeat NoCoronaVirus Dangerous diseases like cancer and ulcers are increasing in meat eaters Just like the Corona virus has killed hundreds in China so far Sadhana channel 7 30 to 8 30,-0.23333333333333334,Negative,02
NoMeat NoCoronaVirus When the organism starts arbitrary by breaking the law of God then it has to suffer its consequences and this is happening Now in China due to the corona virus they are forced to stop eating meat Must watch sadhna TV 7 30pm And must Read Gyan ganga at Ahore,-0.17500000000000002,Negative,02
