Tweets,Polarity,Sentiments
Big Story is India now 4th in New Daily ve cases Daily Deaths in the world Unplanned Lockdown accelerated Covid Contagion with Migrants infecting in nook n corners of country via,0.03409090909090909,Positive
Maharashtra is reeling under covid attack Instead of supporting them in these hard times BJP wants to play cheap politics,0.13958333333333334,Positive
I know MP had beautiful heritage places and temples But how safe is it especially for women I am asking about a pre post covid time,0.45,Positive
Decarbonisation in Tourism sector is a natural compliment by Covid 19india ClimateChange EnvironmentConservation,0.1,Positive
Maharashta govt writes to Kerala requesting to provide 50 docs 100 nurses for its new 600 bed COVID hospital at Mahalaxmi Race Course They will be provided stay amp food promised PPE Docs to be paid salary of Rs80k MBBS Rs2L amp nurses Rs30k Do you think Kerala should oblige,0.13636363636363635,Positive
Maharashtra COVID 19 cases cross 50000 mark tally 50231 after 3041 new cases If you can t believe read again,0.06818181818181818,Positive
As a nation we must learn to live with COVID because we just can t hide from it for long We can t shut down indefinitely The country has suffered a lot already Livelihoods lost people misplaced and died It is sad and depressing,-0.2281986531986532,Negative
And most probably and I hope here the covid numbers that you see are not really that of sick people Those are people with COVID virus in them Our recovery rates are so good We must do our best and absorb these stranded people There is something called home,0.27714285714285714,Positive
It is easy to use absolute numbers to hype and create panic Certain spike in COVID numbers were expected once state borders were opened to help stranded people,0.1869047619047619,Positive
Malayalam TV news sells paranoia is certainly the no 1 here Hope they will find something better to sell when COVID season is over,0.35714285714285715,Positive
5th Covid death in Kerala Amina 53 native of Wayanad passed away a little while ago,-0.1875,Negative
Kerala Chief Minister Pinarayi Vijayan on Saturday said the state would be able to survive any other crisis after COVID 19 as it was in the forefront of developing innovative ways to fight the pandemic Kerala is,0.2916666666666667,Positive
Students Are you afraid of your education post COVID 19 era is inviting you to a scheduled Webinar on webinar wishill com,-0.6,Negative
Some good news during Covid 19,0.7,Positive
Want to know the new teaching techniques in post COVID 19 era is inviting you to a scheduled Webinar on wishill com webinar,0.13636363636363635,Positive
Sir submitting few lines for your kind consideration and suggestions for increasing revenue for government in this COVID 19 situation AskPinarayiVijayan,0.19999999999999998,Positive
Finance Mininter talks about space FDI etc Swami talks about temples No one is talking about migrants walking kilometres on hot tar in blazing sun Is anyone interested in how to prevent Covid spreading throughout India at lightning speed,0.25,Positive
Looks like it will be SOP moving forward minus the Hazmut suits once vaccination out for COVID 19,-0.1,Negative
Cash machine no sanitizer no water just a show piece breakthechain Covid 19 at SBT Panampilly Nagar,0.0,Neutral
ICSE and ISC exam dates announced exams covid,0.0,Neutral
Some good things the central government did Pushing digital money Jan dhan accounts and cleanliness drive Imagine a COVID season if we had to start from scratch in these areas esp those backward states in India As a nation we did somethings right,0.2464285714285714,Positive
24 covid positive cases in Kerala today Malapuram 5 Kannur 4 Ktm amp Thrissur 3 Tvm Kollam Alappuzha 2 Idukki Palakkad Kasarkode 1 All came from outside of the State 3 new hotspots added 8 recovered,0.12121212121212122,Positive
Kerala Government has revoked Sprinklr from handling data both collection and analysis pertaining to covid patients Also demands them to destroy the entire data collected,-0.1,Negative
Global carbon emissions dropped 17 during COVID 19 lockdowns,0.0,Neutral
Most of the keralites are secular in the right sense of the word and she is one of them it helps to fight the covid,0.39285714285714285,Positive
What would BJP do to hide Covid failure,-0.3166666666666667,Negative
Not that we needed BBCs recognition but it is nice to see that countries are trying to understand Kerala s Covid response COVID19 Kerala,0.6,Positive
14 covid positive cases today in Kerala Malapuram 4 Palakkad Kozhikode and Kannur 2 Kollam Ekm Thrissur and Kasarkode each 10 have come outside the State,0.11363636363636363,Positive
Thank God during this COVID time there were Govt hospitals COVID 19 SaveIndia Govtforthepeople and not forthecoroporates,0.0,Neutral
The people coming from abroad in Ships or Flight can avail paid quarantine facility in Ernakulam The hotel staff have been given training on handling the guests The option of state run centres continues kerala COVID,0.0,Neutral
The world over is debating and discussing the loss due to Covid 19 lockdown But if you calculate the money required to purify the nature to the present level needs much more than that,0.125,Positive
That s all good But he should really concentrate on his own country now The covid statistics from there is shocking,0.125,Positive
One thing I don t understand is why all the special trains are A C trains It is said that Covid can spread faster in closed A C spaces So isn t it better to run non A C trains Just a doubt,0.2523809523809524,Positive
Can t believe I am RT ing this guy But what he says is true Sitaraman is selling public assets like its her dowry Congress opposition pls wake up otherwise by the time Covid is over we won t have any national assets,0.175,Positive
Let s help the poor and the needy first Delhi is in the grip of Covid and someone comes up with this,-0.07500000000000001,Negative
India is on the right track Hon PM Shri Modi is on the offencive mode in managing Covid Pandemic He is gradually emerging as a World leader at this juncture All the best wishes HON MODIJI,0.6428571428571428,Positive
Maha is struggling to handle Covid 19 Understandable with hot spots like Dharavi But this incident points to the fact that not just Maha but every state needs to find that extra gear to deal with the situation We just can t play with people s lives Every life is important,0.21666666666666667,Positive
Several instances of dead bodies of suspected Covid19 cases handed over to relatives without waiting4 Covid Test Results Borivali East Ulhasnagar for example that resulted in 100s others getting Covid19 due to funeral rituals n cremation,-0.10833333333333334,Negative
Now 11th on the covid list we have already overtaken China If we continue like this we do have a shot at oveertaking the US Then the question would be who all would celebrate next Diwali If Centre amp state govts doesn t get their act together disaster awaits,0.0,Neutral
There s many ways in which Covid19 has made a joke of religion 1 Religious institutions closed on lockdown 2 Lack of description of Covid in their texts,0.13333333333333333,Positive
Rs 90k Cr stimulus to Discoms is a welcome plan What is not understood is that how this comes under COVID package Huge debts are due to mismanagement by Power utilities not Covid impact AtmaNirbharBharatAbhiyaan power energy via energy,0.3583333333333334,Positive
World Health Organisation has cautioned that Covid would become an endemic like HIV It is important that wr all should change our life style to live with it Kerala CM,0.2681818181818182,Positive
SO FAR Be cautious and we will fight Covid NOW Live with Covid it s going to stay here for a long time,0.06212121212121211,Positive
A thread on how the healthcare system handles Covid 19 in chennai,0.0,Neutral
Looks interesting Never been there but look forward to visiting in post covid future,0.25,Positive
This is not a Covid Help package but just loan mela announced by Nirmala ji,0.0,Neutral
A Big Salute from Payyannur Kannur for the relentless efforts by State government it s helath workers and police machinery to curb the Covid 19 pandemic hindu,0.0,Neutral
Dear mam or sir I m not able to pay now I have all source for money closed job also stop about COVID 19 then how to arrange plz sanjiv sir help me for 3 month emi not collect when job start then I also start to pay you,-0.175,Negative
The comfort compassion and caring is not in the prescription those are the extra bonuses from your nurse Because they are born to cushion your sorrow and celebrate your joy nurses covid nursing healthcare medical medicine stayhom thankyou wishill com wihillcareerup,0.26666666666666666,Positive
My next stop after Covid vaccine is here off course,0.0,Neutral
Covid 19 cases are rising in Gulf countries Countries are trying but need to do more Most expatriates are really worried Increasing spread of disease health facilities job loss are all problems,0.39999999999999997,Positive
The person came from Chennai was diagnosed COVID19 positive at Palakkad today Kerala Tamilnadu Covid 19india Covid 19Kerala,0.22727272727272727,Positive
In kasargod 4 people who were diagnosed with Covid19 positive today were came from Maharashtra Covid 19india Covid 19Kerala,0.22727272727272727,Positive
More number of cases in Wayanad now This was in green a week back Kasarkode turns covid free,0.175,Positive
100 days of covid for India 100 days of love and care for Kerala,0.5,Positive
The biggest firewall against Covid is human immune system,0.0,Neutral
This is the Indian government s Covid 19 bot on There too they are very keen on location,0.2,Positive
COVID pandemic has highlighted that both US and China are involved in a battle of words blaming each other resulting in both losing credibility to be leaders of modern world Under circumstances views expressed by Amb Menon is the best path forward amp in consonance with our FP,0.35833333333333334,Positive
4000 notifications in the last 45 days Covid 19india,0.0,Neutral
India particularly Kerala cannot remain in lockdown for ever It is time to prepare ourselves and fight back We must learn to co exist with Covod 19 Mr Jacob Punnoose IPS former State Police Chief and Member of Covid Special Taskforce Kerala,0.13095238095238096,Positive
We all talk about flattening the curve Well Kerala could achieve this as the State gears itself for the third way covid keralamodel 100days,0.0,Neutral
quarantine room plate covid 19 covid kochi rajagiricollege kerala india College of Social Sciences,0.03333333333333333,Positive
The efforts put in by Airlines to make the evacuation possible often goes unnoticed Kerala Unsung Covid 19 warriors in the skies airindiaexpress AirIndia VandeBharat Download the TOI app now,-0.1,Negative
Let Us Care for Each Other Stay Home Today So We Can Travel Tomorrow COVID 19 Update May 7 No new cases kerala fights keralatourism indiatourism worldofhyatt careforpeople godsowncountry hyattregencythrissur grandhyattkochi tripathome lulugroupinternational,-0.09659090909090909,Negative
Kerala starts against the covid in the middle of February when the national government was sleep,0.0,Neutral
No covid positive case in Kerala today 5 recovered today When 56 locations were removed from hotspot list two more got added in Wayanad in,0.36363636363636365,Positive
There is a demand for almost all things related with COVID 19 and we have the best of those products to meet those needs both at home and abroad but our export polices do not permit the export of such items If not now then when,0.3333333333333333,Positive
From where gets its Covid19 Figures When total is 53 000 U R telling it s nearing 50 000 India s Covid 19 tally nears 50 000,0.0,Neutral
Coronavirus vaccine update COVID 19 cure treatment news Italy claims to develop first COVID 19 vaccine Here is the current status of all the potential coronavirus vaccines,0.08333333333333333,Positive
How will teaching change and how remote learning is accelerating the new learning habits how to engage students in a Covid disrupted world My session for 200 college faculty members tomorrow,0.018181818181818174,Positive
No new hotspots in Kerala Only 6 districts have covid patients now,-0.03409090909090909,Negative
Remdesivir Drug Helps COVID 19 Patients Recover Quickly Report,0.3333333333333333,Positive
How can a PSU can issue recovery notice in rhe Covid lockdown Please do the needful if found to be true,0.35,Positive
Kerala demands Centre to bring back only those who test negative to Covid Upon arrival all passengers will be mandatorily quarantined for 7 days Following which PCR tests will be done and those turning negative need to continue quarantine for another 7 more days,-0.016666666666666663,Negative
Kerala demands Centre to bring back only those who test negative to Covid,-0.09999999999999999,Negative
86 people admitted to hospital today 33 265 samples tested are negative 1 024 tests done today in Kerala No additional hotspots in the State 4 districts are now covid free,0.05000000000000002,Positive
Hand washing is one the most effective ways to protect yourself others from COVID 19 Happy World Hand Hygiene Day KairosInstitute WorldHandHygieneDay May Hygiene Covid19 CoronaVirus Ernakulam Idukki,0.6333333333333334,Positive
My PNR is OLR1GQ flight KOCHI TO PATNA amp now my flight cancelled due to covid 19 As per kindly refund my entire amount to my bank account I don t want credit shell Plz contact 9074689776,0.15833333333333333,Positive
Out of the 25 covid positive patients in Ernakulam 8 were asymptomatic Now think twice before you hit the road Green doesn t always mean safe,0.05369318181818181,Positive
Covid negative life positive,-0.03636363636363636,Negative
In a series of conversation with experts on dealing with Covid 19india will be talking to Nobel laureatte Abhijit Banerjee today 5th May at 9 am Don t miss it,0.0,Neutral
Coronavirus Vaccine Update There are chances no COVID 19 vaccine could be around ever World News Times of India,0.0,Neutral
Who the hell told Kerala is Covid free We have 34 active cases,0.13333333333333336,Positive
For inter state passes and transportation Covid 19 Jagratha Portal must be compulsorily used,0.0,Neutral
No covid positive cases in Kerala today while 61 have recovered Now only 34 patients in the State,0.11363636363636363,Positive
IAF Flypast LIVE Updates Aircraft Fly Over Delhi s Rajpath to Thank Covid 19 Warriors Aerial Salute for Coronavirus free Goa Too,0.4454545454545455,Positive
No one could predict Covid19 Only Bill Gates knew the possibility of a similar pandemic 5 years ago Now everyone but Bill Gates is predicting how a post Covid world would be,0.0,Neutral
Sir Why not try selling liquor online through the 600 bars thatvwe have in Kerala They have tie up with the online food delivery chains like Ubereats swiggy n Zomato There will be no Covid threat n everyone is in a win win situation,0.8,Positive
This is an opportune moment for India to emerge as a credible power post COVID with our independent foreign policy It s not the time to toe lines of countries in support of their national interests Joining such band wagons would be detrimental to our best interests,0.255,Positive
Two covid positive cases in Kerala Wayanad and Kannur 1 each Looks like Wayanad will lose its green zone KeralaLeads News,0.013636363636363627,Positive
Dear EkmRural please keep the restrictions in all districts By the number of people amp vehicles on Kochi roads looks it will soon become red zone from green zone like Kottayam COVID 19 coronavirus Kerala ernakulam RedZone GreenZone at Shanti Marg,-0.1,Negative
Unfortunately no train or any other travel arrangements available from Kochi to Faridabad I and wife are living in Kochi since 3rd Mar and schd to return on 31 mar but could not due to COVID lockdown really stressed but state govts does not have any facilities available,0.16964285714285715,Positive
SOS could you pls help Adv how could me and my wife travel bk to our hometown Faridabad we are living in Kochi since 3 mar 2020 and stuck due to COVID lockdown restrictions and will soon be exhausting our resources no info from state govts available,-0.041666666666666664,Negative
SOS we are in complete stress someone pls help us to return Faridabad as it s been almost 2 months being away from home and we patiently followed the COVID lockdown norms but we don t see any relief until nxt few weeks Bharat,-0.05,Negative
Lockdown 3 0 lockdownindia keralafightscorona Lockdown3 COVID 19,0.0,Neutral
Ticket fare for special trains for migrant workers GuestWorker Covid 19 NRly hindu,0.35714285714285715,Positive
My new book in Hindi has been published this month I was waiting this moment for 3 years Thank you dear Santosh Alex I hope we can make a book launch in Cochin as soon as the Covid pandemi finishes,0.13636363636363635,Positive
No new Covid cases in Kerala today Phew,-0.06818181818181818,Negative
Good News from Kerala today zeo case of COVID 19 CoronaWarriors and added many places as hotspot and Other good news today starting a non stop train to Bubaneshwar to drop guest workers HappyLaborDay,0.355,Positive
9 patients recovered today 27 179 samples tested so far 26 225 samples are negative Ernakulam is now a covid free district Kochi EkmRural,0.06666666666666668,Positive
Great news No Covid positive cases today in Kerala,0.5136363636363637,Positive
We follows the instructions implemented by the government of india to fight against the deadly COVID 19 at Muscat Tower,-0.2,Negative
My Munnar think of wonderful places you visited in Munnar think of wonderful memories you made here Weshallovercome breakthechain staySafe travelLater talltreesmunnar natureresort Covid19 Kerala stayhome Indiafightscorona at The Tall Trees Resort,1.0,Positive
Nature Connects Its time to see nature at its most thrilling Weshallovercome breakthechain staySafe travelLater talltreesmunnar Covid19 Kerala stayhome Indiafightscorona natureresort at The Tall Trees Resort,0.375,Positive
The biggest result of the Covid19 realisation is the rapid virtualization of businesses,0.0,Neutral
Small towns and villages become talent hotspots as the best tech talent are coming from remote locations The high status cities lose its sparkle because of potential community spread and Covid19 impact vulnerability making it less attractive,0.2061904761904762,Positive
Sir Mam I just want to give a word of thanks and a note of appreciation The way Covid19 pandemic is managed in Kerala is truly Commandable The way quarantine messures and support from entire team your police airport staff,0.1,Positive
From Mattupetty To Top Station It was a epic ride munnar mattupettydam nature time morning travel fitness fit covid 19 Top Station located around 32 km away from Munnar is the highest point 1700m in Munnar on the Munnar Kodaikkanal road,0.375,Positive
Top 5 Trending Hashtags on Twitter in the World HalukLeventHar l m z Ver TheMatch TheMatch2 COVID19 CapitalOnesTheMatch via,0.5,Positive
India New Covid19 Epicenter 3rd after US amp Russia in New Daily be Cases 5th in Daily Death n Active cases Lockdow Success Story aka DeMo2,0.06277056277056277,Positive
India new Covid19 Epicenter 3rd after US amp Russia in New ve Cases 5th in Active ves amp Daily Deaths Lockdown DeMo2 of a Clueless Heartless Brainless Govt Best option4 India was amp is Containment Zone Management done now after Economic Destruction,0.19134199134199134,Positive
Prisoner tests COVID19 positive at Poojapura special sub jail prison officials and Venjaramoodu police to go into quarantine Reports Gopika TNIE,0.16147186147186146,Positive
We have enough and more of bad news around us Do you have something to share about good things personal discoveries during COVID19 lockdown,0.10000000000000002,Positive
My Munnar think of wonderful places you visited in Munnar think of wonderful memories you made here Weshallovercome breakthechain staySafe travelLater Covid19 Kerala stayhome Indiafightscorona,1.0,Positive
Covid19 can kill people It can reskill millions,0.0,Neutral
Just said YES for a talk on freshwater biodiversity and covid19 for a webinar series More details soon freshwater freshwaterbiodiversity COVID19,0.5,Positive
Mixed emotions during lockdown india kerala kochi cochin kashiartcafe lockdown covid19 quarantine wanderlust bucketlist grammerph pinoy igers igersph travelph Art Cafe,0.0,Neutral
The nodal agency today discussed a road map for RenewableEnergy industry Director ANERT assured that Kerala would see more positive changes in the coming days He emphasized ANERT s focus to revive the RE sector post COVID19,0.36363636363636365,Positive
Finally prisionbreak after 14dayschallenge as quarantine Done with covid19 test India,0.0,Neutral
Stay Home Let s break the Chain think of wonderful places you visited in Munnar think of wonderful memories you made here Weshallovercome breakthechain staySafe travelLater Covid19 Kerala stayhome Indiafightscorona,1.0,Positive
CoViD19 is nothing compared to the Spanish Flu that killed 50 million in the 20th century,-0.06666666666666667,Negative
MeanwhileAtLockdown via Covid19 its business in the NewNormal,0.0,Neutral
Even if there are benefits like people getting used to telemedicine and online education the cons of Covid19 out weigh it so badly,-0.6999999999999998,Negative
People would use more private transport Again a cause for ClimateChange CoViD19,0.25,Positive
When I thought Coronavirus would help with depopulation it caused millions of unplanned lockdown pregnancies Covid19,0.0,Neutral
Coronavirus has been bad for humanity in all possible ways It has been a loss of proportions CoViD19,-0.3499999999999999,Negative
Visuals of Teamwork maybe as lessons to world s Leadership on fostering Collaboration to help humans live with an invisible SarsCov2 that s causing Covid19 hindu,0.13636363636363635,Positive
Stay Home Let s break the Chain think of wonderful places you visited in Munnar think of wonderful memories you made here Weshallovercome breakthechain staySafe travelLater Covid19 Kerala stayhome Indiafightscorona at The Tall Trees Resort,1.0,Positive
Thoughtless Reckless National Lockdown 2 months Govt hv caused Economic Disaster top of Covid19 Health Crisis Govt shd hv allowed Containment Zone based local Lockdowns that would hv kept Economy Machine moving could hv avoided Horrible Emigrant miseries,-0.07500000000000001,Negative
Addressing a team of community leaders on the learnings from most effective communities fighting Covid19 and devising an actionable strategy and plan to help vulnerable communities in the coastal areas of Kerala The biggest firewall against this virus is caution and immunity,0.20000000000000004,Positive
Predictions about Covid19 mostly like this 1 We don t know exactly when the world will recover from Covid19 2 When we recover it will look different,0.25,Positive
laashe mile dead bodies of 1000s in Demobilisation now thoughtless Lockdown n utter failure to prevent spread of Covid19 during Feb Mar n failure to provide food supplies to jobless majority of people,-0.20833333333333337,Negative
I m ashamed to sleep before 3 AM and wake up before 11AM during this Covid19 lockdown,0.0,Neutral
Lol How Nostradamus prediction videos of Covid19 came out on only after it became apparent,0.2833333333333334,Positive
Use the money spend on WorldHealthOrganization officials on something useful They dont know what to do and provide a pessimistic outlook They were not even sure whether to wear mask how long immunity will last will one develop immunity COVID19,0.1875,Positive
Stay Home Let s break the Chain Its time to see nature at its most thrilling Weshallovercome breakthechain staySafe travelLater talltreesmunnar Covid19 Kerala stayhome Indiafightscorona at The Tall Trees Resort,0.375,Positive
As a matter of fact I have first met the others in this pic online followed thoughts they shared for a while before we all met IRL at events so possibilities galore in the NewNormal too Covid19,0.25,Positive
Happy Mothers Day Happymothersday Weshallovercome breakthechain staySafe travelLater talltreesmunnar Covid19 Kerala stayhome Indiafightscorona at The Tall Trees Resort,0.8,Positive
Arunji if there is a will there is Way 2Test n Isolate Covid19 infected amp Quarantine suspected Infected it s possible Mumbai hv 1000s of Empty ready2occupy or near ready New Buildings ED Act n DM Acts give Govt Power 2takeover all Buildings Hotels Pvt Hospitals 4Disease Control,0.06727272727272728,Positive
Federal Bank s Digi Gold overdraft is a unique gold loan product that lets you decide the interest you want to pay Click to know more federalbank perfectbankingpartner goldloan COVID19,0.4375,Positive
Propaganda and Marketing efforts make even Investors go berserk for such models like in the case of and Covid19 will expose some of these but sad part is that the promoters will also find that as an excuse IMHO,-0.1625,Negative
Chilling visuals coming from Visakhapatnam What are we going through Hope it does not add to the COVID19 spread in Vizag Stay safe VizagGasLeak,0.0,Neutral
What effect it will have on patients battling COVID19,0.0,Neutral
Lockdown and silence of the town COVID19 Days Corona Days,0.0,Neutral
Uncertainty glooming over Indian Tourism business India will survive Covid19 but not sure if we can without jobs Save Tourism industry and millions of workers like me savetourismjobs,-0.25,Negative
1500 COVID19 positive cases reported in Maharashtra yesterday COVID19India IndiaFightsCorona,0.22727272727272727,Positive
Let Us Care for Each Other Stay Home Today So We Can Travel Tomorrow COVID19 Update May 4 No new cases 61 recoveries Active cases down at 34 No new hotspots 21 724 under observation 33 010 samples tested 32 315 ve 2431 samples covered sentinel surveillance,-0.11005050505050504,Negative
Italy alone over 300 are dying daily from Covid19 Now that we have a global invisible enemy taking away human lives without any force arms or bombs wonder what else will take us humans to collaborate Leadership,0.0,Neutral
My last vacation was in Gods own Country Kerala India The state that managed the outbreak of Covid19 the best in India Discover Fort Kochi,0.5333333333333333,Positive
homesweethome kids photography loveyourself mobilephotography talia rose thomas staysafe covid19 days wonderkid,0.6,Positive
Covid19 map of India as on today,0.0,Neutral
Covid19 makes even democracies quasi dicatator states,0.0,Neutral
