Tweets,Polarity,Sentiments
Respected kundan jee Became very happy to know that isolation ward for 182 Corona patients prepared in15 days by District Administration Betiya Welcome for such highly appreciable efforts taken by you Yours M Kumar PGT MATHS JNV Katihar Honb le sir,0.49,Positive
This is because they are more dangerous than corona Understood You can t,-0.04999999999999999,Negative
Mostly in upcoming days at ground level we find no adequate arrangement and enough testings being done and without the same it s quite imposible to control this highly infecticious pandemic of all time so prepare yourself to live with corona no solution else left,0.08995670995670997,Positive
Due to Corona we student are suffering alot so we got a link which is actually a petition those who are not interested in to write the exam they can sign it stayhomestaysafe jaihind,-0.08333333333333333,Negative
Dear sir please update Corona positive cases in bihar,0.22727272727272727,Positive
Looking towards the current scenario of Sanitizer shortage due to Corona outbreak this is a great move by Bhaijaan The brand will bring many things for personal care till now Salman has launched only sanitizers for safety in this Corona pandemic RahoFrshRahoSafe FRSH,0.19583333333333333,Positive
How is un possible this medicine in uses corona,0.0,Neutral
sir Corona positive cases in bihar district and block wise list update please,0.4636363636363636,Positive
sir Corona positive cases in Bihar update please distract and block wise list,0.4636363636363636,Positive
In a country like India without a security kit teachers duty at the Quarantine Center Where there is no center whose duty is not to call the teacher of that school to sit in the school is it necessary to increase the corona,-0.016666666666666666,Negative
sir update please distract wise list Corona positive cases,0.4636363636363636,Positive
COVID 19 CoronavirusOutbreak India Wants Emergency Because State Policy not Satisfactory Lockdownextention RuleOfLaw hijacking Relief for Flying Corona Allert,0.2,Positive
This leg without sleepers speaks much about havok and destruction during Corona virus days,0.2,Positive
History will be remembered when the country was fighting for the epidemic of the country like corona some shameless leaders were organising their party,0.0,Neutral
Sir You are one amp only one asset of this Nation Pl take extra ordinary safety measures while going to Cyclone affected amp Corona affected areas We love you all Take Care Sir,0.0625,Positive
Bihar success in Corona is most important and for that young volunteers is needed in Bihar who watch outside corontine center so that no body go outside Mukhiya is how much serious for that equally important,0.14074074074074078,Positive
Economist of the world again want economic activity equal to pre Corona era but they forgot the environmental balancing with demand economics This will be blunder if go with pre corona status They should creat environment of simple living and high thinking,0.09,Positive
agar sath me corona patient ho toh,0.0,Neutral
R S MY VILLAGE BHARKHAR BRAHMPUR BIHAR OUR VILLAGE ONE PERSON COME INTO THE HOME FROM RAJASTHAN THIS PERSON IS NO QUARANTINE DIRECT LIVE IN A HOME SO PLZ ACTION THIS PERSON BECAUSE FULL FEAR OUR AREA THIS CORONA VIRUS THIS PERSON NAME DHEERAJ KUMAR PATHAK,0.17159090909090907,Positive
Monkey meanance has started in Buxar from morning 6AM due to mango fruits etc Today in VIPRA Nagar civil line Buxar we can not walk and excercise in rooftop due to these monkeys In corona we can go outside and even on roof top Pl do the needful,0.04,Positive
From today onwards I am fully home for 14 days in totally home quertine its corona time Samastipur sgh,0.0,Neutral
lackadaisical approach of concerned local authorities to deal with corona pandemic in Jhanjharpur madhubani is indeed a matter of concern Requesting you all to take note of aforementioned tweet and ask the official to do the needful,0.0,Neutral
ward no 11 and ward no 12 are fully sealed of Pasraha khagaria due to corona virus case,-0.125,Negative
Tiktok Promoting Acid attack Love Jehad Religious conversation Rapes Child sex abuse Corona carriers This is a direct attack on Hindus So we want tiktokbanindia Are you agree then RT,0.19999999999999998,Positive
corona LOCKDOWN pareshan in ARRA CHHAPRA HIGHWAY 19 05 20,0.0,Neutral
Yadi DM Vaishali Ki Karj Kushalta Satya Nistha par vi hoti Covind19 Par vi If fund given by Bihar PM India for Any Village for Protection Can Impleamented Where is Fund Flying Due to facts Ignoring my System Online Corona Rise,-0.125,Negative
To support Corona Survivors Frontline Warriors Essential Workers and their families I have taken the BreakTheStigma Pledge and committed myself towards the fight against COVID 19 You can also take the pledge at via,0.0,Neutral
And if we get exposed to corona in winter for the first time then the infection will run more deadly course with more morbidity co morbidity and mortality too So think and stop acting like paranoid we should be cautious definitely,0.17500000000000002,Positive
We are doctors and we should think that way It is impossible for any body be in medical profession or otherwise not to get exposed with corona We all will be exposed to day or tomorrow Just as corona cases are coming at 10 of the random samples,-0.38888888888888884,Negative
Desh Bachao tiktokdown tiktokban NTRBdayFestBegins hindustanibhau waqarzaka ravizacharias Corona lockdown2020 JUNGKOOK BEST BOY,1.0,Positive
Few months ago spreading communal hatred against Hindus Few weeks ago spreading misinformation on COVID19 The day before yesterday encouraging the licking of currency notes to spread corona Yesterday glorifying acid attack Today Glorifying Rape,-0.2,Negative
This time we should fight with corona then with Karni sena,0.0,Neutral
Sir please also take action for the student Post matric scholarship 2018 19 is still pending In this corona crisis we r also facing financial problem All steps of verification is already done bit the said amount is still not transferred in student bank account Thank you,0.05,Positive
I have corona quarantine centre just 100 Mts away from my place this application is not showing a single positive case on the other hand 100 labourers have come back from most infectious states they are quarantined now So better be aware be alert God bless,0.18297773654916513,Positive
Rahul Gandhi was the first leader who raised an alarm on Corona way back in Feb said lockdown is like a pause button can t be a policy said the demarcation of zones should be left to the states If this wasn t for its arrogance the Govt wud admit RG was on point all through,0.08333333333333333,Positive
sir please release the scholarship of post matric for the year of 2018 19 All verification is done but still we r waiting for it In this corona crisis we r also in trouble and facing financial problem So please take some quick action to solve it With regards,0.05833333333333333,Positive
Opposition parties and their follower should follow ruling government order in this corona critical time to save country but they are doing just reverse try to get opportunity to disturbe citizen specially illiterate and migrated labour Now government have to tough on them,-0.010582010582010581,Negative
yeah its corona choice not yours that u will not,0.0,Neutral
Zee news is new hotspot of corona virus ZeenewsSpreadingCorona ZeeNewsSealKaro,0.13636363636363635,Positive
Zee news spreading Corona virus ZeeNewsSealKaro,0.0,Neutral
zeewarriors Great heart zeenewwarriors god gives u power to recover from corona hats of u guys,0.8,Positive
Maharashtra suffers as Government fails on all fronts to fight Corona Complete lack of planning and absence of teamwork in decision making process is evident both at the administrative and political levels writes former CM Fadnavis in,-0.10892857142857142,Negative
What TIKTOK promotes Acid attack Love Jehad Religious conversation Rape threats Child sex abuse Corona carriers When Indonesia Bangladesh amp Some other countries can do it Why can t we BanTikTokInIndia 777 IND,0.125,Positive
This situation is absolutely frightening Is extremely dangerous It seems to us that politics is also behind this situation Please whoever is bringing politics to bring this crowd Please do not do this Save your society Save the country safe Corona Epidemic Abandon,-0.25,Negative
Then why you wear mask and corona activist wear a closed cloth like hijab Is this allowed in hindusim,-0.1,Negative
Advik has said a very good thing that we can remove in our life and fight the corona virus,0.9099999999999999,Positive
As much as possible test for Covid 19 can improve to fight against this disease So the government should have provided more testing kits to stops the spread if Covid 19 I request with government PMModi HRDMinistry COVID 19 lockdown Corona,0.25,Positive
MotivationalQuotes Corona virus does not seem to be possible without the shelter of Sant Rampal Ji Maharaj,0.0,Neutral
Sir gogri refral hospital me deaths hui the kya unka report says kya wo people corona postive tha,0.0,Neutral
BREAKING NEWS Mother earth was seriously INJURED and we were the reason But COVID 19 came and took her to hospital and now she s recovering fast Ts I hate corona virus cynicaltalks COVID 19 Corona recovery EP2,-0.3111111111111111,Negative
IndianArmy opens its Base Hospital for treating corona infected personnel of COVID 19 CoronaWarriors,-0.8,Negative
Buxar district corontine center yoga teacher are giving training to everyone who are corona suspected This is very excellent thing They should be given physical yoga and dhyan training and should be given certified certificate They can make career secondly become habitual,0.225,Positive
Bangalore Corona Update Paid hotel quarantine in Bengaluru turns hellish for returnees Bengaluru News Times of India,0.0,Neutral
CoronaVirusUpdates India surpass itally and china with 85000 confirmed corona cases Mumbai Indians leading from the front and Bihar Warriors are on the way StayHomeSaveLives,0.4,Positive
It s my humble request to bantiktokinIndia because it addict many teenagers and children too and as you know tik tok and Corona came from same country plz ban tik tok,0.09999999999999999,Positive
They have done good on corona,0.7,Positive
Those who are now passing the time sitting at home believe that even after the corona is over they will not be able to do much special,0.4285714285714286,Positive
This app is an updated version of an earlier app called Corona Kavach now discontinued which was released earlier by the Government of India AarogyaSetuInMaithili,0.0,Neutral
you should have tagged the so called best CM who claims that his govt is dealing the corona pandemic in a better manner in comparison of other state govts,0.4583333333333333,Positive
Earlier it was during anti CAA protests and now the way Muzlims behaving amid corona lockdown proves that they don t care about the country The Jaahil Qaum,0.15,Positive
Samastipur Is this app is really working Theirs a CORONA VE case find maut within 01 km from my house but still the app is showing You are Safe A confirmed case near Harpur Pusa is available This app is doubtful I think,0.13333333333333333,Positive
Survival of the Fittest The Corona virus pandemic has deepened the crisis for the newspaper industry Many of the leading media houses have gone for layoffs some have asked to take salary cuts others hv forewarned their staff about bold decisions,0.41666666666666663,Positive
Corona ke failne ka samaya February March Modi Namaste Trump me vyasta the Usake bad March me MP me Kamalnath Sarkar ko upadastha karne me BJP samaya gamaya Jis din lockdown hua national500 cases corona ke the National Dialgue se Sporadic lockdown,-0.6999999999999998,Negative
Nice approach We must think for them but we need to plan as well for their livelihoods We should also form planning and strategy teams for betterment of our state persons and development of the state This corona should be taken as a lesson and we should learn to fight by self,0.6,Positive
New announcement by today 20 lakh crore for economy 20 lakh crore 130 crore people 15000 per head PMModi Lockdown4 CoronaWarriors Corona IndiaFightsCorona Kisaans loooking forward to the 20 lack crore package announce by modi G coronamemes,0.13636363636363635,Positive
New announcement by today 20 lakh crore for economy 20 lakh crore 130 crore people 15000 per head Ab 15 lakh se 15 thousand to be countinued PMModi Lockdown4 CoronaWarriors Corona IndiaFightsCorona,0.13636363636363635,Positive
Before Lockdown After LockdownEnd Bitcoin MadagascarCure tuesdayvibes Corona BitcoinHalving hospital TREASURE,0.0,Neutral
Corona corona 2years tak chalega without vaccine Plant FDI multiple national company China se Nikal kar aa Raha sabhi company se direct or indirect conversation start kare Warna phir industry bhul jao 50yr ke liye,0.05,Positive
Congratulation to nurses who are fighting against corona virus InternationalNursesDay 1 always stand for humanity 2 corona virus fighter Salute heartly,0.0,Neutral
We have to live and work with containment zone with social distancing norms and carefully work for increase of immune in Body Stress decreases immune and so Mast raho byast raho we Indian will win Corona and now let us work for economy as we have come on zero GDP,0.21742424242424244,Positive
Respected Sir scientist Thank you for making CRISPR CAS9 based testing kit for Corona virus in the record time This kit can give acurate result within 2H SALUTE,0.0,Neutral
Today you have done very beautiful reporting about corona virus form world,1.0,Positive
Sambit patra is dangerous than the corona virus ArrestSambitPatra ArrestSambitPatra,-0.6,Negative
thanks sir for leading us and our district for corona free we still have to fight and we are with you sir b cause you are with us,0.30000000000000004,Positive
136 million jobs at risk in post corona India And we have universities and schools who are demanding increased fee How can this mob be able to educate their own ones Modi ji WaiveFeePromoteStudents,0.55,Positive
All her efforts were keeping in mind to secure a place in the Rajya Sabha if the Congress party of India comes back in power How this Corona disease dangerous the migrant workers unwere living the cities for their homes thousand km not waiting for a day for govt transports,-0.06666666666666665,Negative
Manav Seva Ke Liye Tatpar Haazir Har Waqt So Please Always Respect Our Corona Warriors One Of Such Hero Is Our Bihar Police I m Changing My DP To Theirs As a Mark Of Respect Join In Together Let s Say DilSeSalute To Them JaiHind,0.0,Neutral
Corona ve found in ekangarsarai block and instead of contact tracing people are allowed to move out plz start contact tracing to minimise the spread INDIA,0.0,Neutral
I m future is there is any case of corona 19 specially from my village mishra tola PS patahi east champaran Bihar then all official shall be held responsible for this We have done our job Thanks,0.18928571428571428,Positive
It s a village Till date and time this family has not been sent to quarantine centre and living in village Delhi is one of most suffering state from Corona people coming from such places needs to be tested before they are allowed to live in village or open society,0.1590909090909091,Positive
Ref Previous tweet despite of sharing information with all concerned authorities film came from delhi through personal vehicle have not sent to quarantine centre Had conservation with control room pakdi dayal we need to know if these people are corona free Tested ve,0.07777777777777779,Positive
I request to D m sheohar that quarantine is not only solution of Corona viras but also screening and testing herewith,0.0,Neutral
Happy Birthday Mam May God fulfill your all wish including extinction of corona,0.8,Positive
Sir Corona cases Roj badh rahe h,0.0,Neutral
Tejashwi Yadav has not helped as much as any politician in the entire India of the ruling party in Corona era That is why the people of Bihar see their future in them,0.06666666666666667,Positive
Sir Are you looking for Your marrige After Corona pandemic AskKL,0.0,Neutral
Mere propaganda and lie and cheating does not benefit anyone Aise bhi Modiji ne six years se dhiplishvaji hi kiya hai Failures of Corona along with migrant labours management has caught him here works on ground was the only solutions not dhipliswaji,-0.19999999999999998,Negative
Triple Talaq Target Muslim Article 370 Target Muslim CAA NRC NPR Target Muslim Delhi Genocide Target Muslim Jamia students Target Muslim Corona Pandemic Target Muslim Muslimphobia In India,0.0,Neutral
Today 12 Persons found Corona Positive in Begusarai This is the effect of migrant workers and nitish goverment said we are doing our best to stop spread corona this is complete failureness of Bihar goverment BiharFightsCorona Covid 19india,0.44242424242424244,Positive
Gujrat ki dasha aur Bharat ki dasha 21 din chahiye phir41 din 17 may ke bad kya Peak period of corona is going to be mid much it will boost Neither I am a epidemolgists nor a venerologist as an old medico of 72 yrs and having learnt lessons,-0.09999999999999995,Negative
Great Job and team Now time to ease restrictions as govt need revenue also to fight corona AllRetail stores need to open along with Kirana stores,0.4,Positive
The police of our country have fallen down a lot An elderly person dies like this and they were fasting StayHome Disinfect Corona COVID 19 lockdown IndiaFightsCoronavirus HealthForAll,-0.15555555555555559,Negative
Bad news The first case of corona has been found in supaul ias,-0.22499999999999992,Negative
What s up all corona patients,0.0,Neutral
Have you any idea to control corona virus plz say man,0.0,Neutral
Stay safe and avoid unnecessary outgoing only way to defeat corona 19 to keep urslef away from this highly infectious disorder Thanks,0.092,Positive
I agree to your thought but possibility of another diseases increasing compression to Corona,0.0,Neutral
Inform the local police department If they are serious about corona than may they will do guide you,-0.16666666666666666,Negative
All r doing our best to stop corona heads off to all Covid 19,1.0,Positive
Nowadays we can see the condition of the world in the case of the corona why they not understand that stay home stay safe StayHomeSaveLives Social Distancing,0.26666666666666666,Positive
Amidst the Corona crisis the rent of thousands of unemployed youth living in different cities of the Bihar during the lock down period or until the situation is smooth Should have waived,0.08148148148148147,Positive
Dear sir plz wave late fee of 3b July 2017 to Jan 2020 So aapne sir annual return 2018 19 ka date extend kiya hai but sir thora sa bhi logic lagaye jab 3b aur Gstr1 hi filed nahi hoga to annual return kaise filed hoga All Taxpayer fight corona virous and gst late fee plz wave,-0.3,Negative
Sanjay sir I really thank you for bihar Corona update,0.2,Positive
Anything else left in this 2020 Corona wasn t enough now VizagGasLeak,0.0,Neutral
Total corona virus cases in the world India,0.0,Neutral
I am is a Stroke survive young MBBS Physician in this crucial phase of Corona due to Lock Down facing economical crisis Need some economical help,0.0699074074074074,Positive
Does it not spread corona,0.0,Neutral
Kindly don t ignore the role of PHARMACISTS as a Corona warriors They are working round the clock in Hospitals Pharmacy and Drug manufacturing units to fulfill the requirements of all types of medicines including medicine for COVID19 PharmacistsOnTheFrontline,0.19999999999999998,Positive
Your statement is absolutely true sir but step should be taken in this direction This corona epidemic has spread more fear,0.425,Positive
sources claim that Corona patient in madhubani increases to 23,0.0,Neutral
Present time fight corona virous and also fight all Taxpayer gst late fee and interest Why government no any information for gst late fee,-0.19999999999999998,Negative
Yes by by having very less control on Corona,-0.21666666666666667,Negative
Tablighi group and plate clap Who is fighting with corona The whole world is watching HFQ,0.2,Positive
in arogya setu app one patient tested corona positive found msg displayed however as per govt no corona patient is in muzaffarpur kindly do necessary action to avoid spreading of such rumours in arogyasetu app Bihar Muzaffarpur,0.08181818181818182,Positive
amp would reach out to more than 25 lakh families through the Surkshit Dada Dadi Nana Nani campaign to behaviour change of senior citizens to fight Corona Apnokadhyan FightAgainstCorona COVID 19,0.5,Positive
The number of corona patients in the district has increased to 23 with 5 new positive cases in Madhubani COVID 19 CoronaUpdatesInIndia Corona Madhubani,0.18181818181818182,Positive
Askzeenews corona will be cured on day but these zihadi people who live in india Eat in india but speak against india They will always be there in india we have to fight with them first askaajtak,0.19318181818181818,Positive
Dear sir plz wave gst late fee from 2017 to Jan 2020 Because Indian fight corona virous so kindly request wave gst late fee one time plz sir,0.0,Neutral
Sir this is not sufficient for giving respect to corona warriors like we Sir please hike our salary Sir we are working as a pharmacist in Bihar govt under RBSK since 2015 Still we are getting approx 15000 salary Bihar govt raised Rbsk aayush doctor salary to 44k left us,0.0,Neutral
Go Corona Go,0.0,Neutral
3 Is we have good quality food services 4 Is we ready for fight against corona virus Questions will never end but you ji and you party not give me a answer 1 1 biharyuvavikasmanch IndiaFightsCOVID19 BiharFightsCorona,0.44999999999999996,Positive
We salute the relentless and heroic efforts of all the people in the frontline fighting the battle against COVID 19 Let s celebrate them today and everyday as they are ensuring our safety during these tough times Thank you to all Corona Warriors IndiaFightsCoron Mithila,0.037037037037037014,Positive
Petal drops by the Indian Air Force Helicopter over the building of NMCH Patna in the honour of the CORONA Warriors of the institution NMCH Patna has been declared as CORONA Dedicated Hospital in Bihar Its my pride and privilege that my brother is working at NMCH Patna,0.0,Neutral
Hon ble Justice Ajay Kumar Tripathi retired one of the four judicial members of the Lokpal former Chief Justice of Chhatisgarh High Court and a former judge of Patna High Court passed away due to the novel corona virus on 2nd May 2020 RIP,0.0325,Positive
Big salute to our corona warriors We r always UNITED Jai Hind coronawarriors Thank you MCC,0.0,Neutral
Govt and Media was trying to defame Markaz Nizamuddin for false claim of spreading Corona Hon ble put a check on hate mongering media by campaigning against it deepu,-0.6000000000000001,Negative
aforestation on massive scale revival of cottage industries for the purpose of mass scale rural employments are the mile stones of rehabilitation of post corona horrors,0.0,Neutral
Katihar district administration and officials are adopting a very soft attitude while the number of corona patients is increasing day by day Please do something RJD,0.13,Positive
Do not be afraid of corona virus be cautious The Bihar government is ready to help you all whatever help is needed is being done All of you are requested to follow social distancing Stay alert stay safe Pappu Kumar Bihar,0.03333333333333334,Positive
Great salute to Indian Army And corona worriers Jai hind IndianArmy Aaj tak ZeeNews NarendraModi MCC AmitShah indiannavi eu corona,0.8,Positive
Of the misary of the people Hind Swaraj will be the Bible of future India to rehabilitate the Horror of is an an appeal to world Consciouness to get togather especially to Believer of Gandhi to adopt his path to world revival of Corona Horrors,0.0,Neutral
It is the people of India who is the backbone of the country has to do everything to power on earth is going to help us We have to do everything to themselves To cope with corona our prominent epidemologists are there to guide Prominent economists are,0.5,Positive
corona actually what these brother are saying is 100 true if there is no action on the ground label of paper rule by the administration and governance I do not think that we can deal with this global epedmic COVID 19 Now we all trust god,0.075,Positive
ABVP wholeheartedly thanks corona warriors on the frontline of the epidemic ThankYouWarriors,0.2,Positive
Madhubani district also having now corona positive patient Stay home stay safe There are now 18 positive in madhubani Thank to our district magistrate Dr Nilesh Deore sir who is with us on this critical condition,0.23863636363636365,Positive
In Katihar district the administration here is very lax even after found corona suspicious Lockdown not being followed katihar mansahi,0.2,Positive
Corona se jung We need to be stronger than before NitishKumar need strong strategy to fight this pandemic bihar measurable As ppl are unaware of high risk,0.19777777777777775,Positive
My new painting Disturb world peace Themes Corona virus Medium watercolor size A3,0.13636363636363635,Positive
Q How Corona affects our body Ans read this tweet,0.0,Neutral
why the department should not give quick amp clear update about corona,0.21666666666666667,Positive
Corona 19 will be end up on before month of September this year Transmission rate will be lower in the month of May July It is assumed Thanks,0.2,Positive
We need to fight against the biggest pandemic of Bihar nitishmustquit NitishKumar The real corona of Bihar education system Para78 Justice4 TET Teachers Bihar,0.2,Positive
India needs to follow this Who has been of no help while fightung with covid 19,0.0,Neutral
Now I feel like only is enough for covid 19 migrants governmentishell Salute bro,0.0,Neutral
Limited trains have been started due to Covid 19 Inconvenience regretted,-0.09821428571428571,Negative
A just while got information from public sites that is COVID 19 positive,0.11363636363636363,Positive
One of the highest security zone in India is also affected to covid19 Two floors of Parliament Annexe building sealed after officer tests positive for Covid 19 Download the TOI app now,0.22727272727272727,Positive
In COVID 19 some moments like this Citation received by E Shashi Rajan Kumar Ji founder of Sham Pathshala operated by Rural Education and Lok Kala Manch Trust Purnia Bihar,-0.1,Negative
must take strict action against culprit China for spreading Covid 19,0.1,Positive
COVID 19 in India coronavirus,0.0,Neutral
Sir we cannot risk our life in covid condition for exam our health is the first priority so we request u on student behalf to postponed the cbse jee neet till october,0.25,Positive
Park hospital Gurugram charged approx 150000 for 3days treatment of COVID 19 treatment from patient Sir COVID 19 ke treatment ke liye payment Lena h Kya agar nhi to Park hospital Gurugram ne Kyu Liya payment Sir kindly think on this matter,0.6,Positive
Park hospital Gurugram charged 150000 for 3days treatment of COVID 19 treatment from patient Sir COVID 19 ke treatment ke liye payment Lena h Kya agar nhi to Park hospital Gurugram me Kyu Liya payment Payment return hona chahiye,0.0,Neutral
Park hospital Gurugram charged 150000 for 3days treatment of COVID 19 treatment from patient Sir COVID 19 ke treatment ke liye payment Lena h Kya agar nhi to Park hospital Gurugram me Kyu Liya payment,0.0,Neutral
Two different updates one from vaishali which shows 56 covid 19 ve cases n having 60 No accountability Inappropriate data Bihar,0.0,Neutral
Pray for good health Definitely he won battle against Covid 19,0.35,Positive
Muzafarpur Women died of MURDER Covid 19,0.0,Neutral
GeneralPromotionToMPStudents As u know covid 19 patients are increasing day by day who will take the responsibility if the students get infected during travel and examinations we are not a testing kit sir Student life is more important than exams,0.45,Positive
May 28th is Menstrual Hygiene MHDay2020 Because periods don t pause for pandemics menstrual awareness may be more important than ever COVID 19 proudperiods,0.45,Positive
We can find COVID 19 cases will reduce in states like maharastra and gujrat after maximum nos of migrants have come back now the Bihar UP and Jharakhnd is at maximum risk,0.0,Neutral
dear china keep destabilising Every Indians of every drops of bloods goes against China Keep silent We will fighting after Covid 19 XiJinping,0.0,Neutral
Respected sir kindly pass bill to hang till death president of China WHO Tedros against COVID 19 they both made crisis in the world,0.6,Positive
Please don t take litely Use mask Stay home Stay safe COVID 19,0.5,Positive
Sir before spending money on the unusual issues during this pandemic situation of covid 19 at least check the situation of the nation Here people are committing suicides and the government but there is no value of their lives,-0.04999999999999999,Negative
Sir most humbly I would like to ask the government that during this pandemic situation of covid 19 is it necessary to spend a huge amount of money on these issues,0.17500000000000002,Positive
vaccine Hope for the best COVID 19 Southern Hemisphere s first human vaccine trials begin in Australia Coronavirus,0.3125,Positive
With outmost respect I have a point Since vaccines are tested administered not on positive person but on healthy persons and are exposed to open environment also a placebo control are also exposed to same condition Hence plenty of cases of Covid 19 is not directly needed,0.13545454545454544,Positive
Conora virus will not end until you read the first word correctly Covid 19india virus,0.25,Positive
This is because what u feed in app doesn t matter if those information r true or false app acts accordingly and no one is going to feed correct information it s not a god power that will detect COVID 19 patients in your nearby location and yes UP and Bihar is going to suffer,-0.02500000000000005,Negative
Supaul Covid 19 Update Today 02 new persons one from raghopur and another from triveniganj tested positive taking tally to 45 Total count 45 Total cured 05 Total active cases 40 SupaulFightsCorona,0.03838383838383839,Positive
JyotiKumari who cycled around 1200 km carrying her injured father from Gurugram to their native place in Darbhanga amid COVID lockdown has been offered trial by Cycling Federation of India She says I m very happy that I got offer will go to Delhi for trial next month 22 05,0.5,Positive
Happy Eid Mubarak Offer Namaz in Ur house and pray to Allah to prevent us from Covid 19 Stay Home Stay Safe Save life EidMubarak EidUlFitr,0.65,Positive
with is more dangerous than the Covid 19 for our country,-0.04999999999999999,Negative
In the midst of the fight against Covid 19 Bihar has been hit by another health crisis Acute Encephalitis Syndrome AES chamki bukhar which inflames the brain cells and targets children in particular,0.3833333333333333,Positive
Gujarat High Court pulls up state over COVID 19 deaths The Week,0.16,Positive
If such powerful people PM and HM are themselves unable to provide medical justice on their home ground to the poor and needy what COVID justice can the rest of India expect,-0.12000000000000002,Negative
IndiaFightsCorona The Modi Govt s approach to breaking the chain as well as to provide better health care is working Not only has India taken the longest 115 days to reach 125K COVID cases but also the recovery rate is the highest at more than 41 amongst the countries that,0.3333333333333333,Positive
We don t know how much testing has been done but based on information people of bihar has strongest immunity against this infection COVID 19 Bihar records lowest fatality rate till date,0.2,Positive
RSS COVID 19 Seva till 20 May 2020 Places Served 85 701 Dedicated Volunteers 4 79 949 Ration kit donated to Families 1 10 55 450 Meal packets distribution 7 11 46 500 Migrant workers helped in different ways 27 98 091 Blood Donation 39 851 Mask Distribution 62 81 117,0.0,Neutral
