Tweets,Polarity,Sentiments
HelpfulTipsToBeatCorona Clean hands thoroughly to prevent the spread of corona virus Wash hands thoroughly by two steps 1 create lather on both the hands with soap 2 Scratch the nails of one hand onto plam of both hands this will thoroughly clean the nails,0.3666666666666667,Positive
HelpfulTipsToBeatCorona Corona prevention tips by Saint Dr ji insan Daily Practise pranayam with meditation in the morning and in the evening and increases ur immune system will power positively and self confidence,0.11363636363636363,Positive
about vaccine of corona gt watch on YouTube channel bestISVIJAY Indian,0.0,Neutral
Control on hiking rates like baba ramdev others companies products during Corona virus manthan Jai hind,0.0,Neutral
May the Almighty God protect us from Corona soon and all lives may cm bk to normal track again,0.15,Positive
I wish someone from your near and dear was infected with Corona then I will see if you continue with your selective nonsense Why don t you go and live with your fellow community in the streets of old Delhi instead of barking from your comfortable habitat You people are a curse,0.18409090909090908,Positive
To save hefty amount for state exchequer and to check the spread of CORONA please postpone all inter district inter station and interstate transfers of employees except emergent reasons,0.0,Neutral
Another heartbreaking news in between of the Corona epidemic the brutal death on the railway track of 15 workers does the government need the poor only for vote RailwayAccident bjpfails TrainAccident,-0.425,Negative
Everyone to corona right now,0.2857142857142857,Positive
Good morning jatto girlslockeroom fancamsareoverparty noexams CoronaWillEndSoon petrolpricehike Corona Corona lockdown wednesdaymorning uhurumustgo Covid 19 COVID sharjahfire,0.7,Positive
How a society or even a single person can remain healthy in this environment where lots of rotten garbage lies here there on the road even in the rain Lots of labourers without masks potentially Hazardous to the society in Pandemic situations like Corona COVID19,0.3428571428571428,Positive
Public ki ignorance lockdown ko fail kr rhi h aur wo din dur nhi jb sb corona ke shikaar ho jaayege Jaago India walo Jaago Khud bhi bacho aur ko bhi bachao Follow government order and stay home safe urself Use mask gloves and social distancing,0.008333333333333333,Positive
We all are struggling with Corona factor and News Channels are doing their job to telecast each and every detail about Covid19 I d request them to focus on some other news after 8 PM as so many old people are stuck at home And it can cause stress issues,0.15833333333333333,Positive
Hats off to the corona warriors of our country But so much benefits given by haryana govt in lockdown 3 0 is very scary Sir it s a humble request plzzz look forward to it,-0.21666666666666667,Negative
LetsStaySafe If you have to go out of the house then by keeping social distance we can break the link of disease called corona,0.03333333333333333,Positive
LetsSatySafe Clean the corner of your house to avoid the corona Sanitize the things that are frequently touched by the house and protect yourself from the corona,0.23333333333333334,Positive
This line graph depicts the information about the incline the number corona patients And government lockdown the nation 40 days till now we can se huge inclement in covid 19 patients Whats the government doing Can any one explain,0.4000000000000001,Positive
Continuous Earthquakes in India during Covid crisis Delhits be like earthquake earthquake,0.0,Neutral
Faridabad is not having strict rules for lockdown Also there is only 1 hospital allotted as of now for covid patients Why is a small town facing so many health issues that it has topped the list of Deaths in Haryana,0.08333333333333333,Positive
the Covid 19 effect artists community specially the Folk and Theatre artist of the Hary are the most afflicted and alienated people who are facing these hard times without any help it s a request to Hary Gov to grant some funds,0.1884920634920635,Positive
COVId 19 biggg blast Capital Delhi And all NCR failure Central And States Government handle its Nw it s bigg penic to The public,-0.10555555555555557,Negative
Why kejriwal govt Is spending more money on TV ads rather than care of delhi s people Where is 30 000 bed Should this money be used in care of covid patients PMModi NarendraModi PMOfIndia AmitShah ArvindKejriwal drharshvardhan RaviShankarPrasad Manishsisodia,0.5,Positive
KARNAL COVID 19 REPORT DATED 29 05 2020,0.0,Neutral
It s more thn 24 hours n I m still waiting response from you n your team n I guess due to Covid 19 your unable to send e mail or calls to your representative team Worst experience with hitachi n it s employees n it s services r below 0,-0.28125,Negative
Some wise words COVID,0.7,Positive
Dear Sir Viral Transportation in COVID 19 Pandemic Inactivated Virus Transportation should be Implemented for Safe Transportation and Handling at Diagnostic Laboratory Hospitals,0.5,Positive
Covid 19 Faridabad Haryana Update Total Cases 307 Active Cases 114 Cured Discharged 138 Asymptomatic ve 47 Deaths 8 As on May 29 2020 till 05 00 PM Via CMO Report IndiaFightsCorona,-0.06666666666666667,Negative
VIRAL TRANSPORTATION IN COVID 19 PANDEMIC INACTIVATED VIRUS TRANSPORTATION SHOULD BE IMPLEMENTED FOR SAFE TRANSPORTATION AND HANDLING AT DIAGNOSTICS LABORATORIES,0.5,Positive
China feels everything belongs to China except Covid 19 which actually belongs to China,0.0,Neutral
BJP COVID 19 Gear Scam In Indore officers removed 2227808,0.0,Neutral
News coverage for My documentary on worst Pandemics in World Respected sir kindly have a look I hope you will like it DOCUMENTARY pandemics coronavirus covid 19 author writer haryanaexpress news,-0.1,Negative
Breaking News Sambit Patra hospitalised after COVID 19 Symptoms requesting for Gau murta and Gobar for the treatment SambitPatra coronavirus BJP BreakingNews sambit,0.0,Neutral
The lockdown turn around soccer socks catterpillar coronavirus Lockdown5 Covid 19 thursdayvibes,0.0,Neutral
As English testing centers worldwide have closed due to COVID 19 the Duolingo English Test has grown 500 What is the Duolingo English Test How can I prepare Who accepts the test We answer all of those and more The Orange Group 918222899397 919896125886,0.04583333333333334,Positive
rc i am DNHE student i already submitted the assignments in given mail wanted to equire about the project which involves physical survey with people and needs to be done in guidance of doctor As because of Covid 19 this seems difficult please tell what to do now,-0.25,Negative
Kalpana Chawla govt hospital is playing with lives of ppl on the name of Covid 19 test No SocialDistancing no Sanitization waiting for 7 12 hours with lots of movement Pls save until it s too late YogendraYadav,-0.3,Negative
Modiji said we will win this fight against Covid in 21 days We are at day 60 We are the only country which is opening up the lockdown when the virus is spreading exponentially RahulGandhiVoiceOfIndia,0.4,Positive
COVID situation in Gujarat is grave State has one of the highest death rates But that has not stopped the govt from making profit at the cost of its citizens After ventilator scam govt is selling N95 masks at 31 profit,0.0,Neutral
From COVID Nothing Is Permanent Everything Might Be Change According To Time at Karnal,0.0,Neutral
Indian Government is planning to levy 15 COVID TAX Let s c if this information is correct Waiting for government to announce,0.0,Neutral
Sir I want to tell you that my apple cable is not working and service senter in my are is closed due to covid 19 The cable is usb c to lightning cable which is of 2 meter i purchased it from Chandigarh imagine store Plz look into this matter,-0.1125,Negative
DisasterReliefWorkInKarnal As COVID 19 continues to threaten lives nd livelihoods is responding to the needs of the vulnerable people nd frontline workers Saint Ram Rahim Ji Saint Dr Singh Ji Insan GreenSWelfareForceWing DeraSachaSauda,-0.5,Negative
What s the process in case anyone is stuck outside his home for months due to the COVID lockdown will it get a bill waiver from his Internet Provider as NO SERVICES have been consumed,-0.0625,Negative
Covid India Lockdown4 notification is out save yourself don t step out until necessary lockdown AatmnirbharBharat India,0.0,Neutral
How to improve IELTS and English speaking skills at home during Covid 19 lockdown through Online Class activity Conversation discussion role play interview Classes from Monday to Friday Class Timing You decide 8 am to 9 pm Duration 3 months Call 918222899397,0.0,Neutral
BJP has failed in the fight against COVID GoBJPGoCorona,-0.5,Negative
This wouldn t help us to be safe from covid 19 Some token system can be implemented if authorities think of it This video is from pnb nigdhu karnal,0.5,Positive
DONT MISS Canada Live session on 14th May 2020 at 01 00 P M Join our Free online Session Live from Eton College Canada Learn how Student can move to Canada in Covid 19 situation Click the link Host Ms Kavita Wilson Call 8222899397,0.22424242424242424,Positive
Another face of our great media coronavirusinindia coronavirus COVID indianmedia bittertruth india indians media,0.8,Positive
Website doesn t operate in this time showing covid 19,0.0,Neutral
ServingDuringCovid1 With the inspiration of Saint Dr Singh Ji Insan the volunteers are serving the humanity with compassion as the country fights the Covid 19 DSS volunteers are providing food and ration to the needy with due permission,-0.125,Negative
DONT MISS UK Live session on 11th May 2020 Monday at 02 00 P M Join our Free online Session Live from Middlesex University UK Learn how Student can move to UK in Covid 19 situation Host Mr Joydeep Soha Middlesex University UK The Orange Group Call 918222899397,0.22424242424242424,Positive
How to improve IELTS and English speaking skills at home during Covid 19 lockdown through Online Class activity Conversation discussion role play interview Classes from Monday to Friday Class Timing You decide 8 am to 9 pm Duration 3 months Call 918222899397,0.0,Neutral
TrueBloodPump Covid 19 Inspiration of followers of donated many units of blood We should all donate blood,0.5,Positive
TrueBloodPump Covid 19 These sevadars of Dera Sacha Sauda have been named blood pumps by Guru ji as these servants are ready to give a drop of their blood whenever needed,0.2,Positive
DONT MISS Canada Live session on Facebook Click the link On 8th May 2020 Friday at 11 00 A M Join our Free online Session Live from Q College Canada Learn how Student can move to Canada in Covid 19 Host Ms Bhumika Sharma Q College Canada,0.22424242424242424,Positive
HAHAHAHA LMAO COVID 19 coronavirus tuesdayvibes lockdown tomhollandisoverparty ramadankareem COVID Lagos willisraburu 2020,0.4,Positive
T 1 Everyday we strive our way to overpower humanity That Greed Questions our own sustainability Covid 19 BuildBackBetter BeatTheVirus,0.19999999999999998,Positive
things on my mind right now 1 you 2 you 3 you 4 you 5 you 6 you 7 you 8 you 9 you and you lockdownindia SaturdayThoughts KimJungUn Covid 19 StayHome COVID2019 COVID COVID2019 twittervskpop ImranKhan javascript AliWazirKilledArifWazir TheHalfOfIt,0.2857142857142857,Positive
Dear Sir Hospitality sector employs lakhs and due to covid it is severly hit leading to huge jobloss Atleast in green orange zones allow take aways or home delivery from restaurants,0.025000000000000022,Positive
I seriously would like to know HOW Is all the Covid positive patients will cue outside the liquor shops If proper guidelines are followed I doubt there are any issues,-0.026515151515151512,Negative
covid19 MigrantWorkers specialtrain,0.0,Neutral
Spoke at the Federation of Indian Industry s Webinar on Economic and Healthcare Cooperation Possibilities Between UK New Zealand and India in Post COVID19 Era,0.16818181818181818,Positive
Sir i am in trouble due to Covid19 lockdowns as i completed my MBA in December 2019 and Result displayed in January 2020 but yet not recieved my DMC so unable to apply for provisional certificate Kindly help and suggest me for my query,-0.056249999999999994,Negative
handwash must Mask must covid19 Awareness must social distancing must doctorsRespect must respectallofficials working 24 7 for us,0.03333333333333333,Positive
Is the government planning to offer any help to middle class who have or may get lost job after Covid19 crisis Can middle class expect any help from government,0.0,Neutral
R Sir This complaint is still not resolved Kindly look into this matter please We will be highly obliged OFFICIAL COVID19 unhygienicity HealthForAll,0.15333333333333332,Positive
Hi Guys Catch me Live On Ptc News Today at 7 pm Onwards News Indiafightagainstcorona Covid19 Entertainment Mondaymotivation,0.13636363636363635,Positive
branch manager of Gangoh branch code 02345 is not known about covid19 fund and also not known MSME loan I was ask about the same I have a current account with SBI last 4 year and turnover near about 1 25cr,0.025,Positive
Progress Report of India s Covid19 Response Ramping up medical infra Testing rate Doubling rate of cases Flattening of curve Relief to migrant workers Reading sessions Big Boss tasks Blaming minority community Hiding data Self glorification GoBJPGoCorona,0.0,Neutral
Dubai will grant 10 year gold residency to various medical speciality doctors who are working at the Dubai Health Authority DHA and are providing medical services to coronavirus patients while being in the frontline fight against COVID19,0.0,Neutral
Sir The way you are treating Aartiyas in Haryana is not a good sign of support COVID19 has destroyed them already and now these payments Please understand the model of this business as advances were given since 1960 s,-0.35,Negative
Since 21 march I first tweeted regarding the problem we all are facing Nothing happened to solve the problem Today 5 5 2020 also same things happening again with lots of unhealthy untidy Rotten garbage in COVID19 HELP OFFICIAL NoMask,-0.05000000000000001,Negative
The day i left school and started learning boyslockeroom COVID 19 LUMSFeeHike tuesdayvibes lockdown RahulGandhi Pakistan Pakistan JacksonWang webinar COVID19,0.0,Neutral
This is going to be an interesting thing Let s c if Punjab can plan this or not Atleast this will ease the state revenue stress along with the reduce the spread of Covid19 https,0.5,Positive
The Indian Air force give a tribute to the covid19 workers Salute MCC,0.0,Neutral
Covid19 cases in India 1 to 10 000 in 10 000 to 20 000 in 20 000 to 30 000 in 30 000 to 40 000 in Yet BJP Govt says all is well amp everything is improving Also,0.0,Neutral
