Tweets,Polarity,Sentiments
We have done our part for Janatha Curfew A big round of applause to Emergency services an account of Corona virus at Kazipet Railway Station,-0.1,Negative
Huge respect to telangana statepolice They are fighting for us against corona,0.4000000000000001,Positive
This is wrong ToI Dushyat Singh was not Corona positive So far Derek must take responsibility of self isolation as he attended Kakina s party Covid CoronavirusOutbreakindia,-0.057575757575757565,Negative
Wrong message to the public When social distancing is the new norm in the hour of crises COVID2019india Corona,-0.08257575757575758,Negative
Use mask save from Corona,0.0,Neutral
Wow super thinking bro he s god Stop to corona,0.21666666666666667,Positive
Last but one train to Kolhapur from Managuru next few days no trains JanataCurfew Jaari Hai COVID19 Corona Covid 19 This is present status of the railway station at Lingampally Hyderabad Telangana,-0.05,Negative
Got an opportunity to interact with Smt Pamela Satpathy Garu IAS Greater Warangal Municipal Commissioner Warangal about Corona Outbreak So kind of you madam You are an inspiration to many individuals like me You Be blessed by the Divine,0.5333333333333333,Positive
Haan I remember this hanging Chinese always come with teaser before releasing original print Covid COVID 19 Covid 19 Corona CoronavirusOutbreakindia,0.1875,Positive
Is India heading for a lockdown Many trains are cancelled Corona Market is dull No movements covidindia COVID2019india,0.10416666666666666,Positive
Haan Ji God Bless India COVID2019india covidindia Corona,0.0,Neutral
Those who are entering into India must be quarantined for 14 days under strict vigilance COVID2019india covidindia covidindia19 Corona It is states responsibility At entry point authorities must collect all the information of the alighted passengers to pass on information,0.0,Neutral
A shocker from Corona COVID2019india Covid coronavirusinindia COVID19 Coronavirus can live in the air for hours and on surfaces for days study finds,0.13636363636363635,Positive
Don t believe everything you get to read on WhatsApp COVID2019india Corona covidindia COVID19,0.0,Neutral
Corona virus effects are directly proportional to the crude oil prices COVID19,-0.3,Negative
World is in isolation quarantined people living a life for self and others Covid Corona Serenade,0.0,Neutral
People in Spain are currently prohibited from leaving their homes unless there are extenuating circumstances And resulted in this Covid Corona COVID2019 COVID 19,0.0,Neutral
OMG where are we standing in testing Corona God bless India,0.0,Neutral
Hyderabad D Marts and several other grocery shops are under attack from probable lockdown in case covidindia COVID2019 Corona COVID2019 Telangana,-0.0625,Negative
Another good initiative during Corona outbreak CoronaVirus COVID2019,0.7,Positive
Did post the tweet in June 2013 Corona COVID19india COVID 19,0.0,Neutral
For Covid remedies in desi way Ayurveda Corona COVID2019 COVID2019,0.0,Neutral
Day by day increasing Corona scare in Italy Europe has now taken over as a epicenter of COVID 19,0.0,Neutral
Thermal scanning not having temperature or no symptoms of cough will not guarantee for the absence of COVID 19 May develop after few days Corona is having long incubation period Take care Covid CoronaVirusUpdates GoCorona coronavirus,-0.08750000000000001,Negative
RT this video till it reaches abode of the Prabhu Coronaindia COVID19india Corona COVID 19 COVID,0.0,Neutral
Keeping in view of Corona epidemic the government as well as the voluntary organizations should initiate preventative measures in orphanage and old age homes SFI,0.1,Positive
Cough cough corona caller tune Next we need to identify the cases by the public informing them to send SMS WA to report any suspicious case to locate identify to district municipal officials and to quarantine the persons COVID19india COVID 19,0.0,Neutral
Hope India will work on similar ground COVID19india COVID 19 covid Corona,0.0,Neutral
Sir iam Danam Akshith Iam from telangana state of warangal Landmark At kothawada pin 506002 Sir my opinion is that mainly first we need to cessation the fights from out of our neighborhood countries This is most helpful to abandon Kovid 19 corona virus,0.375,Positive
The 1994 plague in India was an outbreak of bubonic pneumonic plague contained within few days All passengers coming from Surat Ahbad were screened at Railway station Airport and Bus stations Similarly we need screening points at alight and boarding points COVID2019 Corona,-0.1,Negative
The 1994 plague in India was an outbreak of bubonic and pneumonic plague contained within few days All passengers coming from Ahmedabad were screened at Railway station Airport and Bus stations Similarly we need screening points at alight and boarding points COVID2019 Corona,-0.1,Negative
Government must now put medical teams to monitor persons with symptoms of flu fever and cough at airport bus stand and railway stations Govt must ban availability of paracetamol type meds and cough syrup to prevent self treatment of symptoms corona COVID19 CoronaOutbreak,0.0,Neutral
The 1994 plague in India was an outbreak of bubonic and pneumonic plague contained within few days All passengers coming from Ahmedabad were screened at Railway station Airport and Bus stations Similarly we need screening points at alight and boarding points COVID2019 Corona,-0.1,Negative
Cabinet metting on corona viruses at 6Pm by Telangana state government whether run public meeting places like schools collages theatre Discussion will be taken at 6pm Kalyan JanaSenaFormationDay,0.0,Neutral
Need of the hour is to maintain sufficient quantity of antiviral drugs COVID19india coronavirusindia Corona Alerting all public places and gathering,0.0,Neutral
Second Death from Corona,0.0,Neutral
Now also I can say that many state governments failed give updates on the facilities available for Covid screening All district and small towns must open a ward for Corona virus affected persons in Govt Hospitals coronavirus,0.030000000000000006,Positive
No need to worry about sanitisers availablity use rectified spirit available in all pharmacy shops COVID19india COVID COVID19 COVID 19 covid19UK CovidInUSA CoronaKoDhona coronavirusinindia Corona coronavirusuk CoronavirusPandemic CoronaOutbreak CoronaVirusUpdate,0.4,Positive
Indian PIO and citizens visiting from USA receiving message to comeback immediately European air routes are almost comes to screeching halt anxious visitors are going back CoronaAlert coronavirus CoronavirusPandemic coronavirusuk Corona COVID19india Covid 19 COVID19,-0.08333333333333333,Negative
When medical science was not prioritized in China and resulted in more positive cases could have been curtailed in the initial stages Covid Corona COVID19,0.18181818181818182,Positive
Go Corona Go Corona Now first case is reported in Warangal Telangana,0.25,Positive
Poultry farmers are the latest hit by CoronaVirusInIndia Selling at price of Rs 48 Kg herein Warangal Corona COVID19 COVID19india,0.5,Positive
Death was due some other reasons patient was not affected with Corona COVID19 Kalaburagi Gulbarga coronavirusindia,-0.125,Negative
This is the way our CheepMinister responses on Patient who is suffering with Corona Virus and beloved golden People s of Golden Telangana Sigguga undi ilaanti CM lu Mana telugu raastralaki unanduku Kalyan,0.43333333333333335,Positive
LIVE Corona Virus Count Of Patients OFFTOPIC coronavirusinindia CaronaVirusUpdate,0.13636363636363635,Positive
Also plan to a session for bring awareness corona virus and to avoid tense from the people minds,-0.3333333333333333,Negative
Due to Corona virus supply of Toilet Tissue paper from China is declined in Australia In many Departmental stores board says no stock Shops where it is available customers are allowed to purchase only 4 packs Covid 19 COVID19 Source shared by my relative,0.12361111111111112,Positive
Corona Virus affected suspects are around 380 in Telangana Hot summer of Telangana only the solution CoronaVirusUpdate Corona COVID19,0.125,Positive
Sir Being an Indian we are also donating some amount to PMCares for Covid 19 And as a South Indian Sir I m Requesting you to pls respond when we r donating from South It gives us some courage to donate more Pls encourage us with ur Recognize and this is my contribution,0.5,Positive
Shri writes to the PM regarding the COVID 19 pandemic amp the issues it entails while extending support to fight this crisis,0.0,Neutral
Our idea proposal to stop COVID 19 For full video visit,0.35,Positive
Let s take Pledge to stay Safe and maintain Hygienic Environment to fight from COVID 19,0.5,Positive
Pledging Safety against COVID 19,0.0,Neutral
Please see below video from Dr Manthri Kashaiah MD Ayurvedic from Lashmi Nursing Home Parkal Warangal Rural regarding Vaccination for Coronavirus Covid 19 News at Parkal Bus Station,0.0,Neutral
For fast Updates about covid 19 in india officail website is here IndiaFightsCorona TelanganaFightsCorona IndiaFightsCoronavirus IndiaBattlesCoronavirus IndiaLockedDown,0.2,Positive
Coronavirus COVID 19 Update Daily Roundup March 25 2020,0.0,Neutral
CHINA must be dragged into International Court and stripped of its VETO power in the UN Crime against humanity COVID 19 is a Chinese Virus Copy and paste,0.0,Neutral
THERE IS ABSOLUTELY NO NEED TO PANIC Essential commodities medicines etc would be available Centre and various state governments will work in close coordination to ensure this Together we will fight COVID 19 and create a healthier India Jai Hind,0.07500000000000001,Positive
How many beds ventilators test kits masks PPE are ready covid 19 coronavirus coronaindia coronavirusindia indiafightscorona,0.35,Positive
GWMC WGLU I would be glad to volunteer for any work in Warangal s fight against COVID 19 Let me know in case I can be of help IndiaFightsCorona,0.5,Positive
Should be happening in warangal Covid 19india KTR DGP LockdownNow,0.0,Neutral
Our efforts for the present and future generations salute to the doctors municipal workers n everyone working against Covid 19india 5baje5minute JantaCurfew,0.0,Neutral
Outbreak of COVID 19 is increasing day by day Government must not allow people to travel places and not allow people coming from other places into this state It will be better if the Government declares state lockdown to save people from the diesease,0.1875,Positive
coronahackathon hackathonIND JantaCurfew TITA rajan IndiaFightCorona Stay home stay safe Be aware of covid 19 wash ur hands after any work at Warangal Grain Market,0.375,Positive
Medical Health officer with Visited some houses in Warangal Shambhunipet Colonies and given instructions and advised to take safety measures to avoid from Covid 19india FightAgainstCoronaVirus Sanitizers Rajender GWMC,0.0,Neutral
Namasthe Sri KCR garu My request is please do some yagas in all temples of Telangana against covid 19,0.0,Neutral
My gud friend rights activist Elected Delegate of Mr was tested positive for Covid 19 today He was admitted in isolation ward amp no one in relation to his case are affected coz of his responsible behaviour May gud health envelop u spurring a quick recovery,0.2535353535353535,Positive
Make it as a criminal offence if any close gathering or meeting involving many members Emergency COVID2019india Covid 19 covidindia COVID19,0.04999999999999999,Positive
Her contribution will be remembered if we isolate as if we are one among many infected with Coronavirus Covid gratitudeCOVID19,0.5,Positive
COVID 19,0.0,Neutral
Pay now to prevent further damage Covid COVID2019india Covid19India ReliefMeasures,0.0,Neutral
Carefully chosen words to address the nation by PM perfect one to acknowledge and to express the gratitude to the servicemen during CoronavirusOutbreak COVID19 Covid 19 PMModiOnCorona Jai Hind,0.45,Positive
Bengaluru s K R Market will be shut down for a week how about Hyderabad COVID19 Till we close all shopping points we are not sure of quarantining ourselves Covid 19 Coronaindia Bengaluru,-0.20277777777777778,Negative
Sir we are thankful that you have declared 15 days of holidays due to COVID 19 but inorder to prevent COVID 19 from spreading more 15 days are neccessary because on the first 15 days it can exist on a surface later it can show it s effect,0.15625,Positive
This is the reality WhatsApp spreading as if releasing vaccine for COVID19 Trump in a press meet for diagnostic test Pharma company involved with Phase 1 study on Innovio s vaccine and developed for SARS and at the end of this month for COVID 19,0.1,Positive
RT this video till it reaches abode of the Prabhu Coronaindia COVID19india Corona COVID 19 COVID,0.0,Neutral
Coronavirus Outbreak For Marriages In Hall with large gatherings cancelled many marriages may solemnizes now in Temples COVID 19 Coronaindia coronavirus COVID19 Covid Video CoronavirusOutbreak Marriage Temples KannadaNews Tv9Kannada,0.35714285714285715,Positive
Hope India will work on similar ground COVID19india COVID 19 covid Corona,0.0,Neutral
Just look at airfare offered by the various airlines never seen such low phase in the history of the airlines industry COVID2019 COVID 19 COVID coronavirusinindia,0.0,Neutral
I doubt about rising temperatures will arrest the spread of COVID AIDS virus is not affected by the hot summer This also may not be prevention is the cure How government effectively handle this pandemic situation we don t know All medical and para med work on war footing,0.2,Positive
If Karnataka Govt close schools to prevent coronavirus thousands of children will go hungry coronavirusinindia CoronaOutbreak coronavirus CoronavirusPandemic COVID19 COVID,0.0,Neutral
The combination of lopinavir and ritonavir along with other drugs have been used in clinical trials in China COVID2019 Covid 19 Covid,-0.125,Negative
I have never seen such a deserted look of Kazipet Railway Station CoronaAlert CoronaVirusUpdate CoronavirusIndia COVID 19 COVID19 COVID Covid 19 Telangana Warangal,0.0,Neutral
Concoction of Giloy pepper tulasi and ginger adrak allam As expected Ramdev Baba released the formula COVID19india Covid 19,-0.1,Negative
Reclaim your indigenous values to safeguard against any epidemic time tested by the living civilisation Embrace Namaste Namaste COVID 19,0.0,Neutral
IT employee at Mindspace Hyderabad COVID19india Covid 19 COVID COVID2019,0.0,Neutral
My friend a sanskrit scholar too become Covid 19 expert in different treatment patterns Covid Fear is gripped among many,0.25,Positive
This is a misleading information COVID19 Covid 19 coronavirusindia,0.0,Neutral
Cow urine and Gomaya again in news for their Anti Virus property Matter for deliberation for next two three days BJP MLA Assam Covid 19 COVID CoronaOutbreak,-0.06666666666666667,Negative
Come and join with us to worship your living god covid19 indianchurch indialockdown prayerathome,0.0,Neutral
U S reports more coronavirus cases than any other country in the world Overtook China and Italy 81 373 postive cases Covid19 CaronaVirus Stay at home Us it s tough situation going on there specially kachi Babe be safe,0.16865079365079366,Positive
My l ll niece prepared a time table for washing hands for our family members She s making sure everyone washes their hands every two hours Let s give such tasks to kids at home LockDownInTelangana 21daylockdown handwashing GoCoronaGo kidsathome WashYourHands COVID19,0.25,Positive
Ministry of Home Affairs guidelines for the 21 day lockdown list of essential services that will remain open CoronavirusLockdown India Covid19 CoronaVirus LockDown,0.0,Neutral
Really india people taking easy about covid19 things going in wrong direction,0.04444444444444443,Positive
Real Heroes are at Work to Protect us from COVID19 Let s all support them by staying at Home SaluteCoronaFighters bjp WGLU GWMC,0.2,Positive
StayHome Besafe Fight against COVID19 Team Krack,0.0,Neutral
Check the status of covid19 in india,0.0,Neutral
My gud friend rights activist Elected Delegate of Mr was tested positive for Covid 19 today He was admitted in isolation ward amp no one in relation to his case are affected coz of his responsible behaviour May gud health envelop u spurring a quick recovery,0.2535353535353535,Positive
WhatsApp Bhi COVID19 Covid19India COVID 19,0.0,Neutral
During the times of COVID19 this is essential Clean your phone daily to prevent spreading germs to others Here s the right way to do it,0.1630952380952381,Positive
Gujarat not reported any COVID19 cases Reasons must be ascertained Thumbs up,0.0,Neutral
So China not lied CovidInUSA COVID19,0.0,Neutral
We can t rule out shortage of raw materials vital items chemical solutions swabs and even face masks for health care workers Ventilation support etc COVID2019india COVID19 Govt must keep it ready Telangana Give orders to the Pharma companies,0.023076923076923078,Positive
A shocker from Corona COVID2019india Covid coronavirusinindia COVID19 Coronavirus can live in the air for hours and on surfaces for days study finds,0.13636363636363635,Positive
There is reason for USA to call it as Chinese Virus COVID2019 COVID19 CovidUSA,0.0,Neutral
Ramcharan requested fans to call off his birthday celebrations event due to COVID19 scare Instead of birthday celebrations he urged fans to start creating awareness among public to restrict CoronaVirus spread Stay Hygienic Stay Safe,0.125,Positive
Dettol a clear winner of the situation Dettol covidindia COVID19 COVID2019,0.10000000000000002,Positive
Good Ideaaa coronavirus COVID19 ForABetterIndia D Mart Warangal Super Staff News at Thousand Pillar Temple,0.5166666666666666,Positive
If positive cases are more handling will be difficult in India due to many factors one of the factors is ventilator support at hospital coronavirus COVID 19 COVID19india COVID19,0.12045454545454545,Positive
Few of the Hyderabad based software companies starting body temperature screening of the employees from Monday onwards coronavirusindia coronavirus covidupdate COVID19india COVID19 Telangana,-0.1,Negative
BIG NEWS Start of IPL 2020 postponed till 15th April for now COVID19 CORONAVIRUS IPL2020,0.0,Neutral
Fact of Carona Virus Awareness Update Here s a list of all COVID19 Helpline numbers from Various States UTs Please Keep Handy and Share with Others Also,0.3,Positive
The formal declaration of COVID19 Pandemic does not change the fact that you can and should take these simple steps to protect yourself and your loved ones Watch and share this WHO video,0.35,Positive
Observed herein Warangal too very less enthusiasm among public COVID 19 COVID19 Telangana Holi Holi2020,-0.10833333333333334,Negative
right now hindus principals are followed by china to protect themselves from COVID19 CoronaVirusUpdate coronavirus Coronavirusflorida,0.2857142857142857,Positive
