Tweets,Polarity,Sentiments
Madam in addition to social distancing and self isolation our prayers will drive away corona,0.03333333333333333,Positive
Milo not worried about corona,0.0,Neutral
Italy corona,0.0,Neutral
Don t you read newspapers watch TV Google to find what UP being the biggest state has done to fight corona Then find what other BJP ruled states have done,-0.125,Negative
This is the communist prdt to the entire world Shame on Kerala Even you are the state wid higher literacy rate Standing top on no Of corona patients coronavirusindia CommunismKills,0.25,Positive
Sha is frightened of corona amitsha will appear if any disestablish in any democratic states,0.0,Neutral
Is this tweet related to corona,0.0,Neutral
Hi corona holidays boring offl but I m waiting u r movie OhMyKadavule it s fantastic movie,-0.3,Negative
Respected sir following messages r being posted for immediate action to curb the spreading of corona infected casualities at Melamathur village in perambalur dt,0.05,Positive
My children the end is near 1 John 2 18 BibleVerses Bible BibleStudy hopeinchrist repentjesusiscoming SecondComing Corona COVID19 Covid 19 coronavirus selfquarantine LockedDown,0.1,Positive
Hi Madam sirHow Is The Medicine Cure For Corona Virus Is Is Available in ur country China amp us U Had Medicine To Cure So Please makes help Us to Recover Kindly makes Immediate action,0.3666666666666667,Positive
Zeethirai Breakfree Meyathamaan Vijaysuper 1Break movie Nanban Corona Lockdown21 21daylockdown Leave WorkFromHome,0.0,Neutral
Corona friday sis,0.0,Neutral
2days munna than corona interview parthen RIP,0.0,Neutral
You are destroyed But your help is from Me Hosea 13 9 BibleVerses Bible BibleStudy hopeinchrist repentjesusiscoming SecondComing Corona COVID19 Covid 19 coronavirus selfquarantine LockedDown,0.0,Neutral
Let s Stop Corona WeCare WeWatch WeVolunteer,0.0,Neutral
Corona numbers throughout india,0.0,Neutral
Seek the LORD and live Amos 5 6 BibleVerses Bible BibleStudy hopeinchrist repentjesusiscoming SecondComing Corona COVID19 Covid 19 coronavirus selfquarantine LockedDown,0.13636363636363635,Positive
CoronaVirusLockdown If you have Elders Children in your home Make sure they are not consuming TV news often With ticking Corona patient numbers being shown every minute it will only increase the fear in them and create anxiety Make them watch positive stuff,0.24242424242424243,Positive
A wise man when evils are approaching hides himself but fools pass on and will be punished Proverbs 27 12 BibleVerses Bible BibleStudy hopeinchrist repentjesusiscoming SecondComing Corona COVID19 Covid 19 coronavirus selfquarantine LockedDown,0.35,Positive
Southindian Superstar Ajith Master Master RRRMovie Valimai Prabhas21 coronavirus Corona SafeHandsChallenge SSMB27 AndhaKannaPaathaakaa Ugadi COVIDIOTS WorkFromHomeLife BhulaDungaFtSidNaaz LockdownNow,0.0,Neutral
But it allows cow urine to be the medicine for noble Corona,0.23333333333333334,Positive
BreakingNews Please share this awareness video to all of them covidindia Coronaindia TNCoronaUpdates Lockdown21 Corona coronavirusindia TNGovt TN144 Lockdown21 TN Together AgainstCorona COVIDIDIOTS,0.0,Neutral
Master Director LokeshKanagaraj About Corona Virus Awareness Master Corona COVID CoronaAlert,0.0,Neutral
Please chant this sloga Narayaneeyam prevents from Corona Virus,0.0,Neutral
The very strong bow was broken by the great Vidura in order to Pandava won the Mahabharath war At the same way prime minister s Lakshmana Rekha whole lockdown will be conquer the Corona virus Wonder,0.23266666666666666,Positive
Government doctors not asking one month salary as corona allowance Full fill their demands That s enough,0.175,Positive
Lock down will be broken by the people soon or with in week time no more lock downs or extension unless there is a huge numbers deceased by corona,-0.10138888888888888,Negative
Due to locked down also stopped working or what Look at the massive internet speed India Dear team Have you sent any notice to vodafone for reducing the internet speed Has also affected by Corona or what Sir kindly look in to it,0.0798611111111111,Positive
Rahul Gandhi has continuously warned the Modi Government to take action against the Tsunami like situation whether be Economic Crisis or may it be Corona Virus Video courtesy coronavirusindia coronavirus India,0.15000000000000002,Positive
Stay Home Stay Safe corona breakthechain socialdistancing covid 19 cov d19 India,0.5,Positive
Corona Spread awareness speak with Thalapathy wait soon,0.0,Neutral
New medicine for cure of Corona Virus released Medicine name MVI 21D Available for all MVI 21D Moodikittu Veetuliye Iru 21Days,0.2681818181818182,Positive
CORONA VIRUS WORLD HAVE NEW PROBLEM A POSITIVE WORDS FROM ANASBASHEER BE SAFE AND HEALTHY,0.34090909090909094,Positive
Anna this is from us 2 3 lines about social Distancing Still we will support you by tweet We gonna to make many posters to expose the corrupt in CORONA We will take it to people by good way to support you supportIND StayAtHomeSaveLives IWillStayAtHome,0.18333333333333332,Positive
Stay home stay safe corona,0.5,Positive
Waiting for Corona awareness video from Master ThalapathyVijay Thalapathy65,0.0,Neutral
Plz stay in home for upcoming 21 days otherwise you cant see 2021 Plz take it seriously CoronavirusLockdown coronaupdatesindia CurfewInIndia Corona,-0.3333333333333333,Negative
21 Days Lockdown Corona,0.0,Neutral
Ji What does the economy do then Is the economy dead Has the corona virus affected the economy,-0.2,Negative
Plz keep social distancing Clean your hands Lockdown yourself into ur house Plz plz plz Save India from Corona virus Plz obay govt Rules It s for us not for themselves Govt of India ordered 3 week lockdown frm today night 12am Plz follow,0.2,Positive
144InTN in 21 Days announce Stay Home pls Corona LockdownNow CoronaVirusUpdate,0.0,Neutral
Today Nature proved This Picture right It s Not corona it s Karma TamilNadulockdown Covid19India StayAtHomeSaveLives,0.2857142857142857,Positive
If you look for me wholeheartedly you will find me Jeremiah 29 13 BibleVerses Bible BibleStudy hopeinchrist repentjesusiscoming SecondComing Corona COVID19 Covid 19 coronavirus selfquarantine,0.0,Neutral
Hon ble PMji Namaskar Due to threat of corona virus cash txn to be controlled in bank particularly Physical cash deposits in CBS accts Essential item to be provided by govt like veg and food where people gathered,-0.041666666666666664,Negative
fight against corona stay in home,0.0,Neutral
Now Corona gonna reach Villages,0.0,Neutral
Good move sir for implementing sec144 in TN Kind request to all people just follow this and stay away from most dangerous Corona Wash your hands properly Dont try to go in crowded places Keep distance from others StayHomeSaveLives TN Together AgainstCorona,0.23999999999999994,Positive
Game Download Link coranavirues Trending NewsNight News18Tamilnadu SunTV SunNews 23March WorkFromHome Corona coronaviruskenya GameStop PUBGMOBILE,-0.4,Negative
The Corona virus is claiming lives and causing distress throughout the world During these difficult times we should obey the government amp follow its guidelines So please stay at home amp stay safe friends COVID19outbreak,0.0,Neutral
This whatsApp rumors spread like anything My area believed that corona was killed yesterday Because of clapping should stop another a Month atleast in india is very helpful coronarumours WhatsappForward fails,-0.16666666666666666,Negative
Still can t get it How Contagion predicted What will happen when an Unknown virus break out and what else will happen until a vaccine is found for it Corona Some fav dialogues from the movie that are very much relatable to 2020 here,0.08,Positive
Stay safe Corona,0.5,Positive
Our Prince Kartikeyan anna has donated 10 Lakhs for the welfare of FEFSI members such a good gesture from the good heart Corona COVID19,0.4666666666666666,Positive
Prohibitory orders under Section 144 banned to be imposed in Tamil Nadu from 6 PM From Tomorrow March 31 Honorable Chief Minister Announced All district borders will be sealed only essential services to be maintained during the period Corona 144InTN COVID19,0.0,Neutral
Hon ble PM sir Namaskar I am an ex servicemen banker One humble request due to threat of corona virus cash txn in bank Physical cash deposits to be monitored or baned Also all CBS cash deposit must be baned with out fail Jai Hind,-0.20625,Negative
Money can be earned later but it s the time to save u nd ur family life life can t return stay home lockdown Corona CoronavirusPandemic MondayMotivaton,0.0,Neutral
You LORD preserve both people and animals Psalms 36 6 BibleVerses Bible BibleStudy hopeinchrist repentjesusiscoming SecondComing Corona COVID19 Covid 19 coronavirus,0.0,Neutral
Ordered a back case for my mobile Just now viewed a message from regarding staff reduced due to Covid 19india Dear Its not an issue No problem take your own time Secure your staffs from corona Deliver my order when those problem get solve Thankyou,0.21875,Positive
Corona is a series of viruses Covid19 is the latest one Corona virus isn t new Covid19 is,0.3181818181818182,Positive
TN State board exams for 11th and 12th std are not postponed while CBSE ICSE have postponed it So the students teachers school staff drivers workers etc are still meeting in crowded places amidst corona and some of them are old and immunocompromised,0.1,Positive
Best example for COVID 19 How one person s error affects other corona stayhome,0.4375,Positive
No after banging plates and clapping hands the corona reduced from 396 to 315 what a shame,0.0,Neutral
There will be no breaching of walls no going into captivity no cry of distress in our streets Psalms 144 14 BibleVerses Bible BibleStudy hopeinchrist repentjesusiscoming SecondComing Corona COVID19 Covid 19 coronavirus,0.0,Neutral
Pls continue to bang plates and clap hands and do all nonsense Corona will go,0.0,Neutral
Thanks to all departments who s supported to control corona virus Special thanks to doctor s police and municipality member s We will say thanks and support you with claps TheDoctors TnPolice,0.23928571428571427,Positive
That s absolutely true the BPJ mocked Mr Rahul Gandhi The BJP still thinks that banging plates and clapping would chase corona,0.35,Positive
Enga area today scenery Corona shutdown,0.0,Neutral
We are in big war against corona virus we must win the war please follow the government instructions,0.4,Positive
Corona virus thank u note to d pple who are working during this epidemic via JanataCurfew,0.0,Neutral
75 districts which will be under lockdown from now onwards these districts have reported Corona cases Though Essential services will be available in all these 75 districts In Tamil Nadu 3 District including Chennai CoronavirusPandemic PrayersForCoronaFreeWorld,0.2,Positive
Join Fight Against Corona India,0.0,Neutral
Sir Scarcity of masks sanitizer and other PPE Even in private market not available Kindly provide PPE to all medicos and medical personals in the corona war field It s urgent very very urgent COVID2019india provide PPE doctors are ourWBC,0.08916666666666666,Positive
Our PM s message to the few so called intellect intelligent disrespectful idiots JantaCurfew Covid 19india CoronaUpdatesInIndia QuarantineActivities Corona Covid 19,-0.06666666666666665,Negative
how to destroy corona,-0.2,Negative
Pls don t fool us your preaching is waste instead do something to prevent the corona,-0.2,Negative
Pls don t fool us and don t fool 138 cr indians instead make corona awareness by providing preventing things,0.0,Neutral
Stay home stay safe take care of your self from corona,0.5,Positive
One small thing can change Big impact We fight against CoronaUpdatesInIndia We continue to support JanataCurfewChallenge To break the chain of Corona Thank you jii Everyone has support this hashtag WarAgainstCorona,-0.125,Negative
We do not own this planet We are sharing the world with lot of other living beings People s should learn from corona CoronaChainScare,-0.2125,Negative
Repeat after me Fuck you Corona,-0.4,Negative
Corona tha dei Enada you all Spreading faster than me,0.0,Neutral
Kerala govt is handling Corona crisis well no doubt but India s No 1 CM as on date is,0.0,Neutral
Being a cancer patient i am scared of COVID 19 If you catch Corona you may recover but people like us who are immunodeficient don t have a chance I am 22 and i deserve a second chance at life stop the spread and stay home coronavirusindia CoronavirusOutbreakindia,0.0,Neutral
Does corona survives on surface for 3 days We are told just 12 hours which is true,0.35,Positive
shankstar MAY I COME IN KGF aka CORONA stay safe from Monster corona coronaindia fightforcovid19,0.5,Positive
I have made this narrative from the COVID 19 s viewpoint about the damage caused by humans to the environment and I also show in this humorous and informative video that humans have caused corona virus due to their own actions,0.325,Positive
corona awareness coronavirusitalianews coronavir s coronavirusmemes coronavirusoutbreak officercorona coronatime safetyfirst nilavempu kasayam sanitizer workwithhome the,0.0,Neutral
Just not for comparison How subtly he handles the situation Great measures sir Hope our fight against corona will be continue together CoronaVirusUpdate ChineseWuhanVirus IndiaFightsCorona,0.23333333333333336,Positive
PM Modi announces janatacurfew on 22 March from 7am to 9pm Every country men except government medical media and other special workers advised to stay at home SocialDistancingNow CoronaVirusUpdate Corona StaySafeStayHome CoronaOutbreak Coronaindia Chennai PACE,0.07738095238095238,Positive
StopCoronaTN To prevent the spread of Novel Corona Virus COVID 19 it is utmost necessary to disseminate right information to the community Let us follow the preventive measures and also generate awareness about it to others TN Together AgainstCorona,0.14285714285714285,Positive
FIGHT AGAINST CORONA 14Days Unity STAY SEPERATE LIVE SEPERATE,0.13636363636363635,Positive
Important Update on Corona,0.4,Positive
Submit to God s royal son or he will become angry and you will be destroyed in the midst of all your activities for his anger flares up in an instant But what joy for all who take refuge in him Psalms 2 12 Corona COVID19 COVID2019,-0.09999999999999998,Negative
Sir a great Salute for your work corona warriors coronatamilnadu,0.8,Positive
As we are already aware about the current corona outbreak we have requested the management to postpone the exam but they are too lethargic stating if the students nativity is Tamil Nadu they must come and attend the exam even if they are working or settled in other states,0.041666666666666664,Positive
In every house wants to use NEEM Oil LAMP for evening time to protect us from CORONO VIRUS It is the best solution for corona virus It have more Iodine When we are using this it doesn t allow any virus to attach us so we must use this solution Covid19SolutionChallenge,0.5666666666666667,Positive
In every house wants to use NEEM Oil LAMP for evening time to protect us from CORONO VIRUS It is the best solution for corona virus,0.6,Positive
Request Thalaivar Fans be responsible and not to conduct any meetings any where For time being let s stay isolated till March 31st atleast Let s destroy the virus in the TN Corona COVID19india,0.0,Neutral
Just to lighten up the mood when everyone is house arrested here s coronasong in ennaimaatrumkadhale tune naanumrowdydhaan corona coronamania staysafe Balaji,0.0,Neutral
I think good suggestion to control corona 1 Design amp install UV Entrance entry For Human amp Vehicle 2 Design amp install Auto Spray Entrance entry for Human amp Vehicle Public Crowd Place Institution amp Industry Entrance amp Union State and city Border Page 3 4,0.175,Positive
Hi team I Srikanth BE BL From chennai While am worked in Water Purification Plant we used UV rays to destroy unidentified Virus Bacteria s So kindly design install UV Entrance like Metal Detector Entrance to destroy Virus corona in Public places Page 1 4,0.04999999999999999,Positive
As per the Government order our event Vision India 2030 RH for Coimbatore Phase 1 Celebration has been postponed The revised date will be announced soon All of you please be safe from any infections Take all precautionary effects to avoid Corona,0.5,Positive
Malayalam actors and actress are busy with breaking the chain of CORONA virus What Tamil actors and actress are dealing with Shooting Audio launch Marriage functions be a human Coronafighters,0.05,Positive
The public is urged not to leave anybody home and medical teams can go home to everyone s home recommending that the coronavirus virus be isolated and prevent the spread of it to others IndiaFightsCorona Corona COVID19 Coronaindia,0.0,Neutral
Hope for holidays to our cllg kalasalingam university in madhurai Tamilnadu Struggling for corona justice jaicorona,0.0,Neutral
It s confirmed Fresh cow dung can stop corona Dip both you hands in fresh cow dung before going out This will make sure that a you will not touch your eyes nose ear or mouth b nobody will shake hands with you,0.20555555555555557,Positive
Thanks When the meeting was conducted all over India why the meet was postponed in Tamilnadu They said because of Corona out break the meet was postponed,0.2,Positive
requesting the week to stop sending the magazines from Kerala to all over India to avoid spreading of Corona hindu News,0.0,Neutral
Corona so plan cancelled,0.0,Neutral
These Corona infected people should be named and others warned to keep away otherwise they will continue this behaviour of escaping from hospitals Nagpur Bangalore,0.0,Neutral
Corona coronapocalypse coronavirus coronavirus CoronaVirusUpdate Schools for kindergarten will be closed all over Tamilnadu In the districts bordering Kerala 1st to 5th classes are closed in all schools from 16th to 31st March COVID19india Covid 19 COVID19 COVID 19,-0.1,Negative
Modi discuss corona outbreak with British and Israeli PMs on phone via NaMo App,0.0,Neutral
Follow these simple steps to avoid spreading of Corona Virus via NaMo App,0.0,Neutral
Best medicine is coronavirus CoronaKoDhona Corona,1.0,Positive
Maybe I am wrong but Sir isn t it that If you are to be prepared you will never be fighting a war Isn t how we face it more important than how prepared we are The corona scare is everywhere The need of the hour is to address questions on how we face it,0.13333333333333333,Positive
Awarenesses for all people from corona,0.0,Neutral
Corona Virus Is TN ready,0.2,Positive
Corona comes and goes like anyother flu for people with strong immunity but in that time he may spread it to vulnerable people hence quarantine is required,-0.033333333333333354,Negative
Corona Biriyani Chicken biriyani cure coronavirusindia Turmericpowder,-0.6,Negative
Hey randy I am your biggest fan stay home don t come out from your home because covid 19 corana virus problems goes severe,0.0,Neutral
I have topup my Presence Wallet 500rs Amount debited from my account but till didn t update in my Wallet Fraud service and in this COVID 19 situation Cheating to customers Because all retail shop and store closed Customer service also closed,-0.1,Negative
Hiiiiii good morning my mam and my followers be safe stay home avoid Covid 19,0.6,Positive
Microsoft known about virus because they have antivirus Please Must RT Covid 19 Covid 19 Covid 19,0.0,Neutral
Covid 19 Lockdown 144 Nagercoil CaptainSIVA,0.0,Neutral
Mr Frank its not about the numbers that made COVID as a national crisis but the potential numbers that might come in very short future if unchecked COVID is a contagious fatal disease unlike Infant deaths which happens due to n number of factors Also the nos are coming down,-0.05611111111111111,Negative
ModiMadeDisaster DeclareEmergency Covid 19 Sme of my frnds collecting money for Prime Minister s National Relief Fund Shld they wnt to prove their citizenship before transfer,0.0,Neutral
Its our duty to fight against Covid as a responsible citizen but would also like to see the richest party donating towards PM cares as a responsible party setting example which has luxurious offices around,0.2,Positive
Anybody from Tamilnadu who wish to donate to covid 19 please donate to Tamilnadu chief minister relief fund because we will not get the right amount of share to Tamilnadu if we donate to pm relief fund as always so be wise,0.4928571428571428,Positive
Wuhan is now open for business at covid 19 business war to think of it from the backdrop of the American hand being twisted by China by the United States that all of the above countries are financially extinct China will soon fall into the us economy as planned,-0.18,Negative
How is it possible to have a virus spread of covid 19 in Russia and north Korea They are China s active Allies and on the other hand the us South Korea United Kingdom France Italy Spain and Asia are severely affected by how wuhan is suddenly free from deadly viruses,-0.011666666666666659,Negative
please take call on relevance of UN amp WHO in view of their bungling to whistle up a caution on COVID 19,0.0,Neutral
Massive respect COVID TN Together AgainstCorona,0.0,Neutral
StopCoronaTN Social Distancing must be strictly followed as roaming around endangers close family members amp also is the major cause of Community Spread STAY AT HOME and help to prevent the spread of COVID 19 Thanks to Director for video TN Together AgainstCorona,0.09861111111111111,Positive
StopCorona It s very important to practice Social Distancing and Break the Chain of Community Transmission Thooimai Kaavalars are involved in disinfection activities STAY AT HOME and do your part in curbing the spread of COVID 19 TN Together AgainstCorona,0.27666666666666667,Positive
IndiaFightsCorona Authentic information for COVID 19 via NaMo App,0.5,Positive
Biggest hardships faced by MSME amp any business pan India Interest EMI Supplier Vendor Rent Salary amp personal expense What s the answer Sir for these erstwhile covid lockdown,0.0,Neutral
A very interesting way to use social impact bonds during difficult times like this Covid 19india INDIA India,0.061111111111111116,Positive
Trump knows all strategies of COVID 19 But NaMo,0.0,Neutral
COVID19 Brazilian throw up open soccer grounds for COVID 19 care,0.0,Neutral
ambani Dear Mr ambani family hope u all good Now a days we can t get our jio network proper it s bcz of covid or some other issues there,0.19166666666666665,Positive
21daysLockdown I fully support the clarion call of Hon prime minister Need of the hour and let s hope to overcome Covid 19 soon,0.0,Neutral
Safety Is Very Important Nanba Always Wash Your Hands Master 21daysLockdown Covid 19india StayAtHomeSaveLives,0.52,Positive
good eve sir as you said everything will be available in our GH s pls do check once again in paramathi velur GH there s no mask to given for the suspected covid case pls do check sir really appreciate your activities in current situation,0.325,Positive
Must watch covid 19 Coranovirus,0.0,Neutral
Hantavirus CoronavirusLockdown Covid 19india Hanta Virus coronaupdatesindia China shows no mercy,0.0,Neutral
There s No Hard Data This Drug Treats COVID 19 Can Doctors Give It Anyway via,0.14583333333333334,Positive
First COVID 19 positive without any ABROAD and INTERSTATE travel history has been confirmed in Madurai This shows the starting stage of COMMUNITY SPREAD IN TAMIL NADU Some warning signs to stay safe Kindly Stay Indoors Covid 19india,0.3295454545454546,Positive
States Enforce Lockdown As COVID 19 Cases Continue To Rise IndiaFightsCorona TNFightsCorona,0.0,Neutral
StayHomeStaySafe HomeQuarantine respect Give some respect for those people picturespeaks Social Distancing prevention Covid 19india COVID19outbreak COVIDIOTS,0.03333333333333333,Positive
We are the Nation s real protectors StayHomeStaySafe Covid 19india,0.2,Positive
Ordered a back case for my mobile Just now viewed a message from regarding staff reduced due to Covid 19india Dear Its not an issue No problem take your own time Secure your staffs from corona Deliver my order when those problem get solve Thankyou,0.21875,Positive
Hi mam At this time of Covid 19 As IT people We will be working from home This atmosphere creating hopeless stuffs But then while seeing you on screen Really believe me Its gives me tons of motivation Loads of love and respect mam at Tiruppur,0.35,Positive
what are the exact symptoms of Covid 19,0.25,Positive
Back to Twitter after 3 years twitter 5baje5minute HappyQuarantine JanataCurfew clapforourcarers Covid 19india COVIDIOT coronawarriors gobackCorona imback,0.0,Neutral
1 India makes mistakes 2 It is good to block before coming 3 Therefore it should be prevented before spreading too much 4 Please advice to give orders curfew to the government of india Covid 19india If you discuss about it Don t discuss do it fast,0.36666666666666664,Positive
Thanks to Our Social Workers Doctors and our care takers for their efforts towards protecting us I thank to our TNHealth and for his best efforts in protecting TN people TNHealth Covid 19india DrVijayaBaskar janthacurfew pmoindia narendramodi,0.41111111111111115,Positive
Half boils after 5PM JantaCurfew Covid 19india StayHomeStaySafe,-0.16666666666666666,Negative
Latest reports for last two hours of janatha curfew Carona cases 0 Thefts 0 Accidents 0 Robbery 0 Wife husband fights 84675 Take care Covid 19india,0.25,Positive
Latest reports for last two hours of janatha curfew Carona cases 0 Thefts 0 Accidents 0 Robbery 0 Wife husband fights 84675 Take care Covid 19,0.25,Positive
do the needful Covid 19india VadiveluForLife,0.0,Neutral
Upto March 31 state transport also be dropped CoronaUpdatesInIndia COVIDIOT Covid 19india Covid19India COVID19outbreak coronavirusindia JantaCurfew JantaCurfewMarch22 JanataCurfew JANTA CURFEW ON 22 MARCH JantaCurfewPledge JantaCurfew,0.0,Neutral
Smiths ThesSilverTrending PremiumSilverJewellery trending Silver SilverJewellery kuzhithurai Marthandam COVID 19 Coronavid19 COVID2019 coverup coronavirus COVID19 india CoronavirusOutbreak coronavirusinindia IndiaFightsCorona safehandschallenge covid19,0.0,Neutral
Really ur great sir Ur in full swing against COVID 19 in TN Great Job sir,0.65,Positive
Cuba has full capacity to supply Interferon alpha 2B and other 22 medicines to the national health system in the fight and treatment of COVID 19 It is also s working on a vaccine against that disease cubacoronavirus,0.11249999999999999,Positive
I will join my fellow Countrymen tomorrow to voluntarily participate in the JantaCurfewMarch22 from 7 am to 9 pm Social distancing amp extreme hygiene are the only two ways to fight this pandemic I hope tomorrow will be a good start for doing that Covid 19 IndiaFightCorona,0.15208333333333332,Positive
Karma Is A Boomerang Its Common To Nature also covid 19,-0.3,Negative
once again utter foolishness in your statement I don t know anything and so don t want to comment about UK management of COVID but what facts do you have to dare say that India is doing bad what the hell where is Modi in this being elected twice,-0.3499999999999999,Negative
IndiaFightsCorona The Modi Govt is acting with alacrity in dealing with COVID 19 The network of labs equipped to test the virus is being expanded along with accredited private labs that will conduct testing via NaMo App,0.0,Neutral
Happy to share that my mentor Vijayakumar Velu from Emory Vaccine Center was a keynote speaker in today international update on covid 19 conference organised by The Tamil Nadu Dr MGR Medical University inaugurated by Honble Health Minister,0.17500000000000002,Positive
Coronavirus pandemic PM Narendra Modi s action plan to combat COVID 19 with SAARC leaders lauded USAIC via NaMo App,0.1,Positive
Covid 19 CoronavirusPandemic coronavirus CoronaOutbreak hitting hard the hospitality industry,-0.2916666666666667,Negative
May the firing spirit of holi purify our country from COVID 19 May the ostentatious colours of holi enchant the flamboyant colors of our life May the sweets of holi sweeten the journey of our life May the conundrum of holi confound the differences and ensure denouement,0.0,Neutral
In case you re wondering why its The COVID 20,0.0,Neutral
To strength the fight against Covid19 I did my contribution to PM Cares Fund IndiaFightsCorona,0.0,Neutral
Belgian woman SuzanneHoylaerts aged 90 dies of Covid19 after refusing a respirator telling her doctors Save it for the youngest I ve already had a beautiful life Even on Deathbed you showed the highest act of kindness The World lost a beautiful soul RIP,0.5333333333333333,Positive
Hiiiiii good morning my mam and my followers be safe stay home avoid Covid 19,0.6,Positive
Microsoft known about virus because they have antivirus Please Must RT Covid 19 Covid 19 Covid 19,0.0,Neutral
I think is happy now Since transportations are decreased very much amid COVID19 the emission of greenhousegases are also decreased Hence the Ozonelayer above the Antarctica has been recovering This will contribute in solving the ClimateCrisis Are you accepting,0.052000000000000005,Positive
Trichy based firm New Propeller Technologies offers Robots TamilNadu Covid19 outbreak to help doctors and health workers avoid interactions with patients that are not necessary,0.009090909090909087,Positive
Sir i am obey ur order and i am stay at home Then ur working performance also super sir Continue to control covid19 stage 2,0.3333333333333333,Positive
